Row,Node ID,PM2.5,PM10,CO,NH3,NO2,Ozone,CO2,VOC,Smoke
57,NODE002,28.1,45.0,0.94,1.41,18.03,26.06,468.14,3.62,1.84
58,NODE002,28.12,44.91,0.95,1.41,18.01,26.11,468.74,3.67,1.83
59,NODE002,28.03,45.01,0.96,1.41,18.06,26.06,469.66,3.65,1.85
60,NODE002,28.12,45.13,0.95,1.41,17.99,26.11,469.04,3.69,1.85
61,NODE002,28.0,45.04,0.95,1.41,17.93,26.1,469.77,3.69,1.83
62,NODE002,28.17,45.12,0.96,1.41,17.81,26.04,470.73,3.69,1.85
63,NODE002,28.2,45.2,0.96,1.42,17.9,26.06,471.03,3.65,1.83
64,NODE002,28.34,45.35,0.96,1.42,17.87,26.08,470.24,3.7,1.82
65,NODE002,28.17,45.17,0.95,1.42,17.99,26.02,470.2,3.69,1.83
66,NODE002,28.06,45.08,0.95,1.42,17.98,26.0,469.91,3.73,1.8
67,NODE002,28.16,45.0,0.94,1.42,17.97,26.02,470.76,3.77,1.8
68,NODE002,27.99,44.77,0.95,1.42,17.94,26.06,471.19,3.76,1.77
69,NODE002,27.86,44.74,0.95,1.42,17.87,26.03,471.55,3.73,1.78
70,NODE002,27.89,44.92,0.95,1.42,17.81,26.0,471.44,3.71,1.77
71,NODE002,27.8,44.91,0.95,1.42,17.81,26.05,471.25,3.75,1.75
72,NODE002,27.81,44.7,0.96,1.42,17.79,26.05,471.26,3.73,1.72
73,NODE002,27.96,44.67,0.96,1.42,17.86,26.01,471.25,3.77,1.72
74,NODE002,27.81,44.62,0.95,1.42,17.9,25.97,470.54,3.78,1.7
75,NODE002,27.96,44.58,0.94,1.42,17.84,26.01,470.11,3.79,1.68
76,NODE002,28.15,44.72,0.95,1.41,17.76,25.99,470.44,3.77,1.65
77,NODE002,28.1,44.52,0.95,1.41,17.68,26.0,469.52,3.78,1.67
78,NODE002,27.98,44.61,0.95,1.41,17.71,26.02,470.46,3.79,1.66
79,NODE002,28.04,44.83,0.94,1.41,17.78,26.06,470.45,3.83,1.67
80,NODE002,27.94,44.84,0.94,1.41,17.7,26.03,469.79,3.79,1.69
81,NODE002,28.03,44.7,0.94,1.41,17.74,26.08,470.78,3.76,1.68
82,NODE002,27.96,44.93,0.94,1.42,17.63,26.1,469.93,3.76,1.72
83,NODE002,27.96,44.93,0.94,1.41,17.71,26.12,469.22,3.75,1.72
84,NODE002,27.97,44.82,0.94,1.41,17.68,26.15,468.71,3.74,1.74
85,NODE002,28.02,44.62,0.94,1.41,17.67,26.14,468.54,3.71,1.73
86,NODE002,27.92,44.6,0.93,1.42,17.69,26.16,468.45,3.71,1.72
87,NODE002,28.08,44.84,0.93,1.42,17.75,26.1,469.36,3.75,1.7
88,NODE002,27.96,44.89,0.93,1.42,17.71,26.12,469.69,3.74,1.74
89,NODE002,27.79,44.7,0.92,1.42,17.77,26.13,469.02,3.74,1.72
90,NODE002,27.78,44.69,0.92,1.42,17.89,26.15,468.71,3.72,1.71
91,NODE002,27.69,44.11,0.91,1.41,17.85,25.96,468.29,3.69,1.68
92,NODE002,27.3,43.64,0.9,1.39,17.69,25.85,467.6,3.67,1.68
93,NODE002,26.88,43.05,0.88,1.39,17.44,25.7,466.66,3.66,1.65
94,NODE002,26.55,42.58,0.88,1.38,17.33,25.59,464.86,3.65,1.66
95,NODE002,26.23,42.37,0.87,1.37,17.17,25.4,463.37,3.66,1.65
96,NODE002,25.84,41.95,0.85,1.37,17.01,25.3,462.77,3.64,1.62
97,NODE002,25.73,41.66,0.84,1.36,16.96,25.21,461.66,3.61,1.6
98,NODE002,25.4,41.22,0.84,1.35,16.9,25.05,461.25,3.57,1.59
99,NODE002,25.2,40.67,0.83,1.35,16.85,24.95,460.39,3.55,1.56
100,NODE002,24.9,40.21,0.83,1.34,16.67,24.79,459.93,3.52,1.56
101,NODE002,24.55,40.15,0.83,1.34,16.66,24.73,459.67,3.48,1.56
102,NODE002,24.27,39.8,0.83,1.33,16.56,24.6,459.64,3.5,1.56
103,NODE002,24.09,39.43,0.82,1.33,16.48,24.44,459.57,3.49,1.56
104,NODE002,24.03,38.92,0.81,1.33,16.27,24.29,459.42,3.44,1.54
105,NODE002,23.79,38.52,0.8,1.32,16.08,24.16,458.5,3.39,1.51
106,NODE002,23.76,38.33,0.8,1.31,15.98,24.07,458.28,3.36,1.52
107,NODE002,23.48,38.08,0.8,1.31,15.81,23.96,457.08,3.38,1.49
108,NODE002,23.2,37.74,0.8,1.31,15.71,23.92,456.07,3.4,1.45
109,NODE002,23.19,37.43,0.8,1.3,15.68,23.85,455.12,3.41,1.46
110,NODE002,22.96,37.21,0.79,1.3,15.5,23.73,455.51,3.38,1.45
111,NODE002,22.95,36.79,0.79,1.3,15.55,23.69,454.4,3.4,1.47
112,NODE002,22.9,36.66,0.79,1.3,15.39,23.67,453.92,3.42,1.44
113,NODE002,22.71,36.59,0.79,1.3,15.24,23.6,452.84,3.44,1.44
114,NODE002,22.66,36.34,0.79,1.3,15.28,23.55,453.26,3.43,1.42
115,NODE002,22.47,36.27,0.79,1.29,15.32,23.46,452.72,3.43,1.4
116,NODE002,22.55,36.23,0.78,1.29,15.29,23.43,452.86,3.38,1.4
117,NODE002,22.62,35.91,0.78,1.28,15.35,23.42,452.1,3.39,1.37
118,NODE002,22.68,36.0,0.77,1.28,15.34,23.33,451.31,3.41,1.36
119,NODE002,22.6,35.81,0.78,1.28,15.23,23.32,450.64,3.41,1.34
120,NODE002,22.4,35.78,0.78,1.28,15.09,23.23,449.58,3.38,1.32
121,NODE002,22.45,35.78,0.76,1.27,14.93,23.21,449.27,3.34,1.3
122,NODE002,22.55,35.44,0.77,1.27,14.98,23.13,449.81,3.31,1.32
123,NODE002,22.67,35.53,0.77,1.27,14.96,23.04,449.54,3.27,1.33
124,NODE002,22.44,35.65,0.77,1.27,14.93,23.01,448.48,3.23,1.33
125,NODE002,22.49,35.77,0.78,1.27,14.82,22.96,448.31,3.18,1.33
126,NODE002,22.31,35.84,0.77,1.27,14.84,22.93,448.25,3.15,1.35
127,NODE002,22.24,35.67,0.76,1.27,14.88,22.94,448.04,3.13,1.32
128,NODE002,22.06,35.59,0.76,1.27,14.94,22.88,448.36,3.1,1.32
129,NODE002,21.96,35.61,0.77,1.27,14.92,22.88,449.14,3.09,1.3
130,NODE002,21.93,35.55,0.76,1.27,14.81,22.81,449.53,3.1,1.31
131,NODE002,21.97,35.27,0.76,1.27,14.84,22.74,448.56,3.08,1.29
132,NODE002,21.72,35.26,0.76,1.27,14.84,22.75,448.55,3.11,1.32
133,NODE002,21.62,35.39,0.76,1.27,14.91,22.74,448.13,3.14,1.29
134,NODE002,21.38,35.24,0.75,1.27,14.98,22.68,448.33,3.14,1.27
135,NODE002,21.36,35.15,0.76,1.27,14.89,22.63,447.26,3.1,1.24
136,NODE002,21.5,35.25,0.76,1.26,14.97,22.66,447.19,3.11,1.24
137,NODE002,21.37,35.07,0.76,1.26,14.94,22.68,446.53,3.11,1.27
138,NODE002,21.2,34.86,0.76,1.25,14.86,22.66,445.53,3.1,1.29
139,NODE002,21.12,34.69,0.76,1.25,14.85,22.66,444.74,3.11,1.31
140,NODE002,21.28,34.49,0.76,1.24,14.86,22.65,444.7,3.12,1.32
141,NODE002,21.28,34.61,0.75,1.24,14.85,22.67,444.56,3.11,1.31
142,NODE002,21.28,34.61,0.76,1.24,14.83,22.62,445.41,3.1,1.3
143,NODE002,21.12,34.53,0.75,1.24,14.76,22.54,445.98,3.13,1.28
144,NODE002,21.28,34.54,0.75,1.24,14.84,22.48,446.76,3.1,1.31
145,NODE002,21.12,34.54,0.74,1.24,14.92,22.49,446.18,3.06,1.32
146,NODE002,21.09,34.41,0.73,1.24,14.87,22.44,446.17,3.08,1.32
147,NODE002,21.12,34.36,0.72,1.24,14.74,22.38,446.89,3.1,1.33
148,NODE002,20.92,34.16,0.72,1.23,14.68,22.41,446.19,3.09,1.35
149,NODE002,20.82,33.88,0.72,1.23,14.64,22.37,445.33,3.08,1.36
150,NODE002,20.85,33.8,0.72,1.23,14.58,22.34,445.6,3.1,1.37
151,NODE002,20.42,33.41,0.71,1.22,14.4,22.17,443.93,3.05,1.32
152,NODE002,20.28,32.96,0.71,1.21,14.28,21.99,443.8,3.02,1.28
153,NODE002,20.12,32.38,0.7,1.2,14.01,21.8,443.15,2.99,1.29
154,NODE002,20.04,32.15,0.69,1.18,13.95,21.59,442.33,2.94,1.26
155,NODE002,19.69,31.7,0.69,1.18,13.7,21.5,442.46,2.88,1.27
156,NODE002,19.66,31.44,0.69,1.18,13.51,21.32,440.93,2.88,1.23
157,NODE002,19.36,31.29,0.69,1.17,13.27,21.2,440.91,2.82,1.23
158,NODE002,19.23,31.07,0.68,1.16,13.13,21.05,439.3,2.81,1.19
159,NODE002,19.2,30.66,0.67,1.16,12.98,20.92,438.76,2.74,1.17
160,NODE002,19.08,30.26,0.66,1.15,12.77,20.76,438.45,2.71,1.19
161,NODE002,18.91,30.16,0.65,1.15,12.67,20.64,438.64,2.71,1.19
162,NODE002,18.83,30.13,0.65,1.14,12.64,20.48,438.38,2.65,1.15
163,NODE002,18.64,29.67,0.66,1.13,12.62,20.32,438.05,2.63,1.11
164,NODE002,18.43,29.48,0.65,1.12,12.6,20.28,437.48,2.61,1.12
165,NODE002,18.35,29.34,0.66,1.12,12.46,20.2,436.1,2.55,1.13
166,NODE002,18.22,29.32,0.65,1.11,12.36,20.12,435.72,2.55,1.13
167,NODE002,17.97,28.98,0.64,1.1,12.24,19.98,434.63,2.57,1.09
168,NODE002,17.82,28.78,0.65,1.1,12.19,19.89,435.02,2.54,1.08
169,NODE002,17.7,28.51,0.64,1.09,12.05,19.82,434.27,2.51,1.06
170,NODE002,17.52,28.16,0.64,1.09,11.85,19.8,434.76,2.53,1.06
171,NODE002,17.52,28.09,0.65,1.09,11.73,19.76,433.58,2.52,1.08
172,NODE002,17.31,27.85,0.64,1.09,11.68,19.75,432.52,2.5,1.04
173,NODE002,17.35,27.64,0.63,1.09,11.72,19.64,431.49,2.47,1.01
174,NODE002,17.18,27.25,0.62,1.09,11.65,19.52,431.13,2.43,0.99
175,NODE002,16.9,27.32,0.62,1.08,11.7,19.43,431.21,2.39,0.99
176,NODE002,16.85,27.42,0.61,1.08,11.54,19.4,431.85,2.36,0.95
177,NODE002,16.75,27.34,0.61,1.07,11.47,19.29,430.95,2.36,0.94
178,NODE002,16.54,27.33,0.61,1.07,11.51,19.24,430.16,2.38,0.95
179,NODE002,16.45,27.3,0.61,1.07,11.5,19.21,429.89,2.37,0.97
180,NODE002,16.42,27.06,0.61,1.06,11.4,19.11,429.88,2.33,0.93
181,NODE002,16.26,26.77,0.61,1.06,11.44,19.01,430.24,2.34,0.94
182,NODE002,16.18,26.84,0.62,1.06,11.37,18.93,429.18,2.37,0.91
183,NODE002,15.98,26.47,0.62,1.05,11.27,18.87,429.99,2.33,0.88
184,NODE002,16.02,26.31,0.62,1.06,11.15,18.78,429.02,2.3,0.87
185,NODE002,16.02,25.98,0.62,1.06,11.18,18.8,428.73,2.29,0.87
186,NODE002,16.06,25.73,0.62,1.05,11.09,18.74,428.37,2.27,0.89
187,NODE002,15.9,25.79,0.62,1.05,10.95,18.7,427.32,2.27,0.86
188,NODE002,15.74,25.63,0.61,1.04,10.98,18.72,426.9,2.3,0.88
189,NODE002,15.6,25.73,0.6,1.04,10.88,18.7,425.92,2.31,0.9
190,NODE002,15.52,25.76,0.61,1.04,10.91,18.68,426.33,2.29,0.87
191,NODE002,15.5,25.46,0.6,1.03,10.93,18.64,426.54,2.28,0.87
192,NODE002,15.37,25.45,0.59,1.03,10.8,18.61,427.43,2.28,0.88
193,NODE002,15.39,25.41,0.58,1.03,10.76,18.62,426.36,2.29,0.91
194,NODE002,15.43,25.2,0.58,1.03,10.61,18.59,426.62,2.25,0.91
195,NODE002,15.41,25.06,0.59,1.03,10.71,18.59,425.84,2.29,0.9
196,NODE002,15.54,25.17,0.58,1.03,10.57,18.56,425.31,2.25,0.87
197,NODE002,15.37,25.19,0.59,1.03,10.53,18.55,426.16,2.23,0.85
198,NODE002,15.45,25.29,0.59,1.03,10.59,18.57,426.7,2.26,0.87
199,NODE002,15.55,25.15,0.59,1.03,10.68,18.58,426.67,2.27,0.86
200,NODE002,15.64,24.87,0.59,1.03,10.77,18.59,426.46,2.3,0.86
201,NODE002,15.66,24.77,0.59,1.02,10.8,18.56,426.96,2.27,0.86
202,NODE002,15.67,24.81,0.59,1.02,10.88,18.48,427.36,2.24,0.87
203,NODE002,15.78,24.53,0.59,1.02,10.85,18.46,426.63,2.2,0.85
204,NODE002,15.82,24.33,0.59,1.02,10.73,18.4,426.74,2.18,0.85
205,NODE002,15.91,24.52,0.59,1.02,10.63,18.39,427.64,2.2,0.86
206,NODE002,15.96,24.37,0.59,1.01,10.59,18.37,427.62,2.17,0.85
207,NODE002,15.93,24.15,0.59,1.01,10.62,18.4,427.54,2.2,0.82
208,NODE002,15.98,24.33,0.58,1.01,10.6,18.41,427.26,2.21,0.81
209,NODE002,15.85,24.11,0.59,1.0,10.65,18.35,428.06,2.24,0.82
210,NODE002,15.97,24.21,0.59,1.0,10.61,18.37,428.03,2.23,0.84
211,NODE002,15.9,24.17,0.59,1.0,10.56,18.36,428.35,2.2,0.84
212,NODE002,15.88,24.14,0.59,1.0,10.57,18.31,427.66,2.24,0.82
213,NODE002,15.74,24.16,0.58,0.99,10.48,18.26,426.71,2.23,0.84
214,NODE002,15.66,24.2,0.58,0.99,10.51,18.3,425.76,2.19,0.84
215,NODE002,15.7,24.0,0.58,1.0,10.42,18.23,425.36,2.23,0.81
216,NODE002,15.82,24.21,0.58,0.99,10.42,18.16,425.38,2.23,0.84
217,NODE002,15.72,24.35,0.58,0.99,10.49,18.1,425.75,2.21,0.85
218,NODE002,15.79,24.35,0.57,0.99,10.48,18.15,426.39,2.18,0.84
219,NODE002,15.57,24.36,0.57,0.99,10.56,18.09,425.77,2.2,0.84
220,NODE002,15.5,24.43,0.57,0.99,10.44,18.05,424.94,2.21,0.82
221,NODE002,15.37,24.19,0.58,0.99,10.51,18.02,424.19,2.23,0.84
222,NODE002,15.21,24.16,0.59,0.99,10.39,17.99,424.06,2.22,0.83
223,NODE002,15.28,24.06,0.58,0.99,10.46,17.96,423.22,2.25,0.82
224,NODE002,15.36,24.03,0.58,0.99,10.41,17.96,422.91,2.26,0.84
225,NODE002,15.19,24.06,0.58,1.0,10.28,18.0,422.6,2.25,0.83
226,NODE002,15.06,24.2,0.58,1.0,10.26,18.04,422.78,2.25,0.85
227,NODE002,15.09,24.39,0.57,1.0,10.3,18.09,421.96,2.27,0.82
228,NODE002,14.92,24.58,0.58,1.0,10.2,18.08,422.85,2.25,0.82
229,NODE002,14.83,24.59,0.57,0.99,10.25,18.08,423.31,2.26,0.8
230,NODE002,14.7,24.35,0.56,0.99,10.21,18.03,423.02,2.25,0.78
231,NODE002,14.58,24.51,0.56,0.99,10.32,17.97,423.91,2.26,0.8
232,NODE002,14.4,24.59,0.57,0.99,10.22,18.02,424.29,2.24,0.83
233,NODE002,14.43,24.76,0.56,0.99,10.13,18.07,424.43,2.23,0.85
234,NODE002,14.34,24.48,0.56,0.99,10.02,18.09,424.61,2.21,0.87
235,NODE002,14.43,24.24,0.56,0.99,9.92,18.05,424.39,2.18,0.84
236,NODE002,14.25,24.03,0.56,1.0,9.81,18.04,425.06,2.21,0.85
237,NODE002,14.33,23.87,0.55,1.0,9.89,18.04,424.7,2.19,0.84
238,NODE002,14.29,23.96,0.56,0.99,9.78,18.07,424.85,2.15,0.85
239,NODE002,14.26,23.79,0.56,0.99,9.7,18.1,425.35,2.12,0.83
240,NODE002,14.17,23.73,0.56,0.99,9.76,18.15,425.73,2.14,0.83
241,NODE002,14.71,24.51,0.58,1.01,10.12,18.4,427.28,2.22,0.85
242,NODE002,15.29,25.42,0.59,1.03,10.32,18.65,428.4,2.3,0.9
243,NODE002,15.75,26.04,0.61,1.05,10.53,19.0,430.71,2.35,0.96
244,NODE002,16.38,26.78,0.62,1.06,10.77,19.33,432.61,2.38,1.01
245,NODE002,16.89,27.48,0.62,1.08,11.03,19.57,434.09,2.43,1.04
246,NODE002,17.27,28.16,0.63,1.08,11.19,19.88,435.47,2.51,1.05
247,NODE002,17.91,29.07,0.64,1.09,11.52,20.09,436.2,2.6,1.08
248,NODE002,18.36,29.61,0.66,1.11,11.88,20.37,438.12,2.63,1.1
249,NODE002,18.92,30.21,0.68,1.11,12.16,20.64,438.65,2.7,1.12
250,NODE002,19.17,31.03,0.68,1.12,12.3,20.89,440.11,2.78,1.14
251,NODE002,19.38,31.38,0.7,1.13,12.56,21.13,442.11,2.83,1.19
252,NODE002,19.58,32.05,0.71,1.14,12.83,21.36,442.32,2.87,1.23
253,NODE002,19.84,32.6,0.72,1.16,12.96,21.54,442.57,2.94,1.25
254,NODE002,20.16,32.91,0.74,1.17,13.22,21.7,443.75,2.97,1.27
255,NODE002,20.55,33.31,0.74,1.17,13.39,21.93,444.27,3.01,1.28
256,NODE002,20.95,33.57,0.75,1.18,13.67,22.05,445.95,3.06,1.31
257,NODE002,21.1,33.79,0.75,1.19,13.81,22.25,447.38,3.08,1.3
258,NODE002,21.22,34.18,0.77,1.2,13.91,22.4,448.23,3.1,1.33
259,NODE002,21.68,34.7,0.77,1.2,14.1,22.56,449.72,3.16,1.35
260,NODE002,22.0,35.08,0.78,1.21,14.37,22.72,450.53,3.15,1.36
261,NODE002,22.14,35.51,0.8,1.21,14.4,22.9,450.97,3.15,1.36
262,NODE002,22.2,35.8,0.8,1.22,14.59,22.99,451.95,3.16,1.36
263,NODE002,22.44,36.25,0.81,1.22,14.79,23.14,453.15,3.15,1.37
264,NODE002,22.62,36.45,0.81,1.23,14.89,23.26,453.78,3.19,1.41
265,NODE002,22.9,36.77,0.81,1.24,15.04,23.36,453.46,3.21,1.45
266,NODE002,23.04,36.95,0.81,1.24,15.06,23.44,454.45,3.24,1.46
267,NODE002,23.18,37.42,0.82,1.25,15.29,23.58,454.55,3.25,1.49
268,NODE002,23.46,37.72,0.81,1.25,15.47,23.64,454.59,3.28,1.51
269,NODE002,23.69,37.85,0.81,1.25,15.62,23.7,456.17,3.3,1.52
270,NODE002,23.73,38.29,0.81,1.26,15.71,23.85,457.7,3.34,1.5
271,NODE002,24.09,38.45,0.83,1.26,15.85,23.9,457.61,3.34,1.54
272,NODE002,24.34,38.72,0.83,1.27,15.84,24.0,457.49,3.36,1.53
273,NODE002,24.52,38.72,0.84,1.27,15.91,24.03,458.42,3.37,1.54
274,NODE002,24.62,39.03,0.84,1.27,15.9,24.14,459.39,3.36,1.58
275,NODE002,24.86,39.25,0.85,1.27,15.93,24.21,459.81,3.35,1.62
276,NODE002,25.15,39.3,0.84,1.28,16.07,24.25,460.12,3.37,1.6
277,NODE002,25.48,39.51,0.84,1.28,16.14,24.35,460.13,3.41,1.6
278,NODE002,25.51,39.82,0.84,1.28,16.27,24.38,460.8,3.42,1.58
279,NODE002,25.81,40.05,0.84,1.28,16.23,24.47,461.07,3.45,1.56
280,NODE002,25.77,40.29,0.84,1.29,16.22,24.49,461.79,3.5,1.58
281,NODE002,26.0,40.7,0.84,1.29,16.39,24.59,462.62,3.51,1.58
282,NODE002,25.91,40.95,0.84,1.3,16.45,24.66,461.97,3.54,1.62
283,NODE002,25.93,41.01,0.85,1.3,16.5,24.72,461.9,3.57,1.64
284,NODE002,26.23,40.98,0.86,1.3,16.56,24.74,463.03,3.59,1.64
285,NODE002,26.4,41.37,0.87,1.31,16.62,24.77,463.09,3.61,1.67
286,NODE002,26.55,41.35,0.88,1.31,16.65,24.85,462.42,3.64,1.7
287,NODE002,26.74,41.61,0.89,1.31,16.7,24.92,462.54,3.65,1.72
288,NODE002,26.96,41.92,0.89,1.31,16.68,24.96,462.6,3.66,1.73
289,NODE002,27.1,42.16,0.9,1.32,16.63,24.99,463.51,3.66,1.71
290,NODE002,27.09,42.04,0.91,1.32,16.76,25.07,463.43,3.66,1.72
291,NODE002,27.25,42.22,0.9,1.32,16.69,25.15,462.82,3.64,1.69
292,NODE002,27.38,42.21,0.9,1.33,16.73,25.15,463.57,3.62,1.7
293,NODE002,27.48,42.11,0.89,1.33,16.8,25.23,464.09,3.59,1.73
294,NODE002,27.59,42.29,0.89,1.34,16.97,25.32,465.17,3.58,1.75
295,NODE002,27.73,42.18,0.89,1.34,16.9,25.37,465.07,3.62,1.73
296,NODE002,27.77,42.41,0.88,1.34,16.86,25.44,465.52,3.6,1.71
297,NODE002,27.86,42.69,0.9,1.34,16.83,25.47,465.6,3.62,1.71
298,NODE002,27.72,42.75,0.91,1.34,16.8,25.48,465.89,3.62,1.74
299,NODE002,27.7,43.0,0.9,1.35,16.92,25.49,465.55,3.61,1.73
300,NODE002,27.79,42.85,0.9,1.35,17.07,25.48,466.11,3.64,1.72
301,NODE002,27.82,42.93,0.89,1.35,17.14,25.44,466.99,3.66,1.71
302,NODE002,27.71,42.76,0.89,1.35,17.29,25.41,466.84,3.68,1.72
303,NODE002,27.67,42.98,0.9,1.35,17.4,25.48,467.46,3.67,1.73
304,NODE002,27.79,42.9,0.9,1.35,17.54,25.45,466.71,3.67,1.75
305,NODE002,27.73,43.12,0.9,1.36,17.67,25.43,466.63,3.65,1.74
306,NODE002,27.74,43.11,0.91,1.36,17.77,25.47,467.19,3.65,1.73
307,NODE002,27.71,43.18,0.91,1.37,17.7,25.49,466.76,3.67,1.76
308,NODE002,27.89,43.45,0.92,1.36,17.67,25.5,467.24,3.68,1.75
309,NODE002,27.89,43.64,0.92,1.36,17.79,25.55,467.83,3.7,1.75
310,NODE002,28.02,43.6,0.91,1.37,17.69,25.54,467.0,3.72,1.75
311,NODE002,28.11,43.54,0.91,1.37,17.59,25.58,466.39,3.74,1.73
312,NODE002,28.32,43.78,0.91,1.37,17.59,25.63,467.52,3.78,1.71
313,NODE002,28.26,44.01,0.92,1.37,17.65,25.68,468.53,3.79,1.71
314,NODE002,28.43,44.12,0.93,1.37,17.55,25.7,468.09,3.82,1.74
315,NODE002,28.53,44.3,0.93,1.37,17.48,25.74,467.95,3.82,1.77
316,NODE002,28.7,44.56,0.92,1.37,17.6,25.76,467.1,3.82,1.77
317,NODE002,28.61,44.71,0.92,1.37,17.74,25.78,467.27,3.82,1.75
318,NODE002,28.73,44.95,0.93,1.37,17.8,25.76,468.05,3.85,1.77
319,NODE002,28.61,44.77,0.93,1.37,17.78,25.74,468.05,3.81,1.78
320,NODE002,28.73,44.8,0.93,1.38,17.88,25.72,467.71,3.78,1.78
321,NODE002,28.66,44.64,0.94,1.38,17.98,25.74,468.7,3.74,1.8
322,NODE002,28.66,44.56,0.95,1.38,18.1,25.8,469.18,3.78,1.79
323,NODE002,28.8,44.39,0.94,1.38,18.22,25.84,469.67,3.77,1.82
