Row,Node ID,PM2.5,PM10,CO,NH3,NO2,Ozone,CO2,VOC,Smoke
55,NODE004,84.75,132.92,4.86,2.11,75.36,36.11,647.24,12.45,8.13
56,NODE004,84.67,132.9,4.88,2.11,75.46,36.15,648.14,12.38,8.05
57,NODE004,84.49,132.27,4.9,2.11,75.14,36.13,647.89,12.33,8.01
58,NODE004,84.59,131.84,4.93,2.11,74.84,36.06,646.17,12.28,7.95
59,NODE004,84.55,131.23,4.9,2.1,74.68,36.11,645.14,12.2,7.89
60,NODE004,84.75,131.34,4.87,2.11,74.69,36.18,643.76,12.13,7.84
61,NODE004,84.52,131.16,4.85,2.12,74.78,36.12,644.75,12.13,7.89
62,NODE004,84.53,130.78,4.84,2.11,74.95,36.19,645.69,12.04,7.95
63,NODE004,84.6,130.52,4.87,2.11,75.01,36.18,645.71,12.0,7.99
64,NODE004,84.81,130.67,4.86,2.11,74.77,36.22,644.87,12.02,7.97
65,NODE004,84.86,130.8,4.89,2.11,74.86,36.29,644.15,11.99,7.99
66,NODE004,84.83,130.49,4.89,2.11,74.88,36.27,643.89,12.01,7.93
67,NODE004,84.83,130.65,4.9,2.11,74.97,36.25,643.21,12.09,7.95
68,NODE004,84.55,130.78,4.88,2.11,74.66,36.19,643.37,12.14,7.9
69,NODE004,84.52,130.89,4.9,2.1,74.82,36.14,642.41,12.11,7.81
70,NODE004,84.59,130.53,4.86,2.1,74.91,36.2,642.28,12.13,7.83
71,NODE004,84.45,130.9,4.85,2.1,74.98,36.19,641.4,12.18,7.89
72,NODE004,84.1,130.52,4.83,2.1,74.78,36.25,642.27,12.23,7.9
73,NODE004,83.98,130.65,4.84,2.1,74.79,36.2,641.12,12.15,7.9
74,NODE004,83.73,130.73,4.84,2.09,74.91,36.13,641.81,12.08,7.84
75,NODE004,83.71,130.25,4.86,2.1,74.85,36.15,640.89,11.99,7.9
76,NODE004,83.8,130.1,4.85,2.09,74.76,36.18,641.97,12.03,7.85
77,NODE004,83.97,130.38,4.84,2.08,74.68,36.11,643.03,11.95,7.85
78,NODE004,83.64,130.09,4.86,2.08,74.41,36.17,641.88,11.97,7.85
79,NODE004,83.35,129.6,4.86,2.08,74.44,36.16,640.32,12.0,7.89
80,NODE004,83.28,129.72,4.88,2.08,74.17,36.14,639.69,11.95,7.81
81,NODE004,83.29,129.6,4.88,2.08,73.91,36.13,638.59,11.98,7.83
82,NODE004,82.98,129.92,4.86,2.08,73.66,36.1,639.19,12.04,7.75
83,NODE004,83.03,130.19,4.86,2.07,73.5,36.16,638.4,12.06,7.79
84,NODE004,83.17,130.36,4.88,2.08,73.34,36.19,638.71,12.12,7.77
85,NODE004,83.34,130.02,4.89,2.08,73.34,36.11,640.12,12.11,7.71
86,NODE004,83.29,129.5,4.88,2.08,73.32,36.07,638.78,12.05,7.75
87,NODE004,83.12,129.03,4.85,2.09,73.45,36.12,638.86,12.08,7.73
88,NODE004,83.19,128.54,4.87,2.09,73.42,36.18,637.64,12.03,7.71
89,NODE004,83.26,128.43,4.84,2.09,73.45,36.25,636.39,11.96,7.67
90,NODE004,83.32,128.19,4.87,2.09,73.5,36.26,635.58,11.96,7.7
91,NODE004,82.46,126.89,4.85,2.07,73.23,36.17,634.15,11.96,7.56
92,NODE004,81.97,125.65,4.83,2.07,72.72,36.1,633.36,11.8,7.47
93,NODE004,81.41,125.21,4.82,2.06,72.29,36.07,632.17,11.66,7.4
94,NODE004,80.91,124.57,4.77,2.04,71.6,35.94,631.36,11.54,7.34
95,NODE004,80.2,124.27,4.75,2.03,71.0,35.83,631.28,11.51,7.31
96,NODE004,79.75,123.37,4.7,2.03,70.54,35.82,628.7,11.37,7.31
97,NODE004,78.99,122.3,4.65,2.03,70.37,35.68,626.1,11.35,7.2
98,NODE004,78.41,121.54,4.64,2.03,70.05,35.55,624.15,11.34,7.19
99,NODE004,77.81,120.96,4.61,2.03,69.89,35.42,622.87,11.22,7.06
100,NODE004,77.67,120.42,4.58,2.02,69.59,35.3,623.43,11.12,7.03
101,NODE004,77.35,119.8,4.57,2.02,69.22,35.28,622.81,11.1,7.04
102,NODE004,77.15,119.37,4.54,2.02,68.84,35.29,621.77,11.02,7.02
103,NODE004,76.9,118.98,4.54,2.02,68.43,35.3,620.63,11.05,7.03
104,NODE004,76.67,118.78,4.51,2.0,68.1,35.23,618.59,11.08,6.98
105,NODE004,76.03,118.46,4.51,2.0,67.85,35.14,617.26,10.97,6.96
106,NODE004,75.56,117.84,4.46,1.99,67.41,35.06,617.65,10.95,6.86
107,NODE004,75.39,117.89,4.45,1.99,66.9,35.01,616.45,10.83,6.79
108,NODE004,75.36,117.73,4.46,1.98,66.46,34.93,617.11,10.78,6.76
109,NODE004,75.17,117.71,4.44,1.98,66.12,34.91,617.31,10.72,6.78
110,NODE004,74.67,117.31,4.42,1.98,66.13,34.84,615.15,10.7,6.78
111,NODE004,74.43,117.17,4.41,1.98,65.88,34.81,614.35,10.71,6.81
112,NODE004,73.88,116.51,4.4,1.98,65.84,34.84,612.86,10.65,6.78
113,NODE004,73.47,116.37,4.4,1.98,65.47,34.78,612.44,10.58,6.73
114,NODE004,73.13,115.9,4.37,1.98,65.3,34.68,611.84,10.62,6.76
115,NODE004,73.2,115.48,4.37,1.98,65.06,34.72,610.8,10.6,6.78
116,NODE004,73.02,115.09,4.33,1.98,65.04,34.69,611.06,10.6,6.76
117,NODE004,72.68,115.2,4.3,1.98,64.83,34.62,611.14,10.5,6.77
118,NODE004,72.62,114.67,4.26,1.98,64.58,34.55,610.62,10.42,6.69
119,NODE004,72.54,114.02,4.25,1.98,64.26,34.45,608.89,10.47,6.73
120,NODE004,72.26,114.19,4.23,1.98,64.05,34.42,607.3,10.35,6.72
121,NODE004,71.83,113.67,4.2,1.98,63.81,34.4,606.37,10.35,6.67
122,NODE004,71.96,113.9,4.15,1.99,63.91,34.45,606.39,10.33,6.57
123,NODE004,72.13,113.49,4.14,1.97,63.7,34.43,606.82,10.27,6.57
124,NODE004,72.25,112.8,4.15,1.97,63.57,34.38,605.54,10.28,6.58
125,NODE004,72.02,112.12,4.17,1.96,63.2,34.31,604.67,10.28,6.58
126,NODE004,71.64,112.28,4.16,1.96,63.08,34.22,603.59,10.18,6.55
127,NODE004,71.46,111.83,4.13,1.96,63.16,34.2,603.84,10.17,6.55
128,NODE004,71.37,111.64,4.1,1.95,62.99,34.26,603.63,10.13,6.57
129,NODE004,71.55,111.07,4.06,1.95,62.82,34.2,603.35,10.08,6.58
130,NODE004,71.12,110.73,4.07,1.94,62.6,34.24,604.06,10.04,6.63
131,NODE004,70.98,110.56,4.04,1.95,62.67,34.2,602.63,9.99,6.58
132,NODE004,71.11,110.51,4.06,1.94,62.64,34.26,603.28,9.97,6.48
133,NODE004,71.23,110.38,4.07,1.94,62.32,34.22,601.76,10.02,6.39
134,NODE004,71.21,110.08,4.05,1.94,62.48,34.16,601.48,10.03,6.31
135,NODE004,71.04,109.52,4.04,1.94,62.5,34.2,602.12,10.0,6.23
136,NODE004,71.02,109.16,4.01,1.94,62.46,34.18,603.47,10.04,6.2
137,NODE004,70.79,109.34,4.0,1.94,62.55,34.14,604.08,9.95,6.18
138,NODE004,70.9,109.46,3.98,1.94,62.72,34.09,603.42,9.89,6.24
139,NODE004,70.67,109.38,3.96,1.93,62.38,34.08,603.78,9.96,6.22
140,NODE004,70.7,109.12,3.97,1.93,62.42,34.11,603.17,10.0,6.28
141,NODE004,70.31,109.03,3.97,1.94,62.32,34.06,603.64,10.03,6.22
142,NODE004,70.4,108.94,3.97,1.94,62.13,34.03,603.46,9.96,6.27
143,NODE004,70.33,108.56,3.99,1.95,61.93,34.0,604.04,9.89,6.18
144,NODE004,70.15,108.82,3.99,1.95,61.66,33.94,605.31,9.88,6.12
145,NODE004,70.17,108.46,3.97,1.94,61.63,33.94,603.73,9.83,6.15
146,NODE004,70.23,107.93,3.95,1.94,61.36,33.94,603.44,9.89,6.17
147,NODE004,69.87,108.22,3.97,1.93,61.6,33.99,603.3,9.89,6.16
148,NODE004,70.09,107.84,3.95,1.94,61.32,33.97,603.98,9.88,6.14
149,NODE004,69.84,108.08,3.96,1.94,61.07,33.92,605.23,9.93,6.1
150,NODE004,69.61,108.13,3.97,1.95,60.82,33.94,604.99,9.92,6.16
151,NODE004,68.23,106.94,3.91,1.92,60.04,33.71,601.18,9.77,6.03
152,NODE004,67.16,105.16,3.84,1.91,59.17,33.52,596.79,9.56,5.98
153,NODE004,65.88,103.74,3.76,1.89,58.01,33.35,592.1,9.41,5.81
154,NODE004,64.64,102.72,3.7,1.88,57.11,33.15,589.22,9.34,5.64
155,NODE004,63.85,101.2,3.67,1.87,55.98,32.95,586.89,9.24,5.56
156,NODE004,63.19,100.09,3.64,1.86,55.36,32.83,583.9,9.19,5.4
157,NODE004,62.42,99.11,3.59,1.85,54.71,32.69,581.84,9.17,5.35
158,NODE004,61.37,97.8,3.55,1.83,54.04,32.56,579.39,9.09,5.25
159,NODE004,60.48,96.95,3.48,1.82,53.25,32.4,576.23,8.98,5.11
160,NODE004,59.85,95.38,3.44,1.82,52.32,32.23,573.6,8.94,4.97
161,NODE004,59.41,94.32,3.42,1.82,51.78,32.08,570.03,8.89,4.97
162,NODE004,59.01,93.21,3.35,1.82,51.29,31.88,568.11,8.72,4.89
163,NODE004,58.62,92.61,3.28,1.8,50.72,31.69,564.56,8.6,4.87
164,NODE004,58.07,92.07,3.23,1.79,50.21,31.62,562.46,8.49,4.8
165,NODE004,57.48,91.43,3.21,1.78,49.86,31.55,560.96,8.4,4.67
166,NODE004,56.78,90.53,3.16,1.77,48.98,31.48,557.43,8.38,4.67
167,NODE004,56.54,89.33,3.13,1.76,48.62,31.43,555.55,8.35,4.59
168,NODE004,55.99,88.03,3.1,1.76,47.91,31.35,553.49,8.33,4.51
169,NODE004,55.71,87.01,3.09,1.74,47.17,31.27,551.69,8.18,4.39
170,NODE004,55.28,86.3,3.07,1.73,46.71,31.18,548.69,8.16,4.34
171,NODE004,54.77,85.51,3.05,1.73,46.05,31.15,547.46,8.07,4.37
172,NODE004,54.19,84.63,2.99,1.72,45.32,31.03,545.13,8.04,4.31
173,NODE004,53.53,83.67,2.97,1.73,44.78,31.01,543.2,7.92,4.31
174,NODE004,53.18,82.95,2.97,1.72,44.47,30.95,541.59,7.9,4.29
175,NODE004,52.57,82.03,2.92,1.71,44.18,30.81,539.99,7.92,4.21
176,NODE004,52.26,81.28,2.89,1.7,43.52,30.71,538.37,7.83,4.16
177,NODE004,51.94,80.7,2.85,1.69,42.97,30.57,536.64,7.7,4.17
178,NODE004,51.36,80.08,2.85,1.7,42.46,30.58,536.89,7.67,4.08
179,NODE004,51.03,79.21,2.85,1.69,41.98,30.55,535.42,7.68,4.1
180,NODE004,50.62,78.36,2.81,1.69,41.82,30.42,535.28,7.58,4.12
181,NODE004,50.28,78.25,2.79,1.68,41.48,30.41,534.72,7.49,4.12
182,NODE004,49.8,77.96,2.78,1.67,41.48,30.31,532.32,7.41,4.13
183,NODE004,49.34,77.73,2.77,1.67,41.48,30.31,530.95,7.33,4.16
184,NODE004,48.86,77.79,2.75,1.66,41.38,30.24,529.88,7.27,4.13
185,NODE004,48.45,77.45,2.7,1.65,41.02,30.26,527.95,7.32,4.03
186,NODE004,48.37,76.67,2.71,1.65,40.69,30.22,528.18,7.32,4.04
187,NODE004,48.34,76.63,2.67,1.66,40.7,30.14,527.18,7.22,4.0
188,NODE004,48.16,75.86,2.67,1.66,40.41,30.09,526.06,7.19,4.04
189,NODE004,47.75,75.18,2.63,1.65,40.38,29.99,525.95,7.23,3.95
190,NODE004,47.83,75.11,2.62,1.66,40.09,29.93,525.9,7.25,3.98
191,NODE004,47.58,75.24,2.63,1.66,40.14,29.96,523.87,7.29,4.01
192,NODE004,47.19,74.79,2.63,1.66,39.86,29.87,524.21,7.27,3.95
193,NODE004,46.75,74.94,2.64,1.67,39.55,29.83,522.66,7.29,3.89
194,NODE004,46.62,75.12,2.61,1.66,39.37,29.73,522.47,7.24,3.84
195,NODE004,46.61,75.16,2.6,1.67,39.19,29.74,521.94,7.15,3.82
196,NODE004,46.29,75.15,2.61,1.68,39.25,29.69,521.19,7.14,3.78
197,NODE004,46.23,74.51,2.62,1.67,38.97,29.68,520.4,7.16,3.82
198,NODE004,46.06,74.31,2.58,1.67,38.64,29.65,520.21,7.16,3.82
199,NODE004,45.75,73.95,2.54,1.66,38.69,29.6,520.46,7.13,3.81
200,NODE004,45.52,73.58,2.54,1.66,38.39,29.53,519.33,7.14,3.73
201,NODE004,45.28,73.0,2.51,1.65,38.5,29.49,519.41,7.06,3.66
202,NODE004,45.41,72.61,2.48,1.64,38.27,29.48,519.98,7.02,3.67
203,NODE004,45.31,72.22,2.45,1.65,38.17,29.45,520.29,6.92,3.61
204,NODE004,45.22,72.37,2.43,1.65,38.3,29.48,518.73,6.85,3.64
205,NODE004,44.97,71.9,2.44,1.64,38.19,29.48,519.32,6.78,3.66
206,NODE004,44.95,72.0,2.44,1.64,37.92,29.39,519.94,6.7,3.71
207,NODE004,44.72,71.83,2.4,1.63,37.84,29.43,520.05,6.63,3.66
208,NODE004,44.75,72.05,2.41,1.63,37.96,29.38,520.11,6.59,3.58
209,NODE004,44.82,71.57,2.4,1.62,37.72,29.36,520.72,6.54,3.52
210,NODE004,44.62,71.09,2.39,1.61,37.72,29.34,519.41,6.55,3.45
211,NODE004,44.61,70.94,2.39,1.61,37.56,29.28,517.81,6.53,3.46
212,NODE004,44.23,71.14,2.36,1.61,37.5,29.25,516.84,6.46,3.51
213,NODE004,43.98,70.77,2.34,1.61,37.26,29.18,517.25,6.52,3.52
214,NODE004,43.93,70.34,2.34,1.6,36.99,29.23,516.97,6.57,3.54
215,NODE004,43.97,70.18,2.34,1.6,36.97,29.22,516.35,6.48,3.56
216,NODE004,43.64,70.29,2.34,1.59,36.68,29.16,516.02,6.47,3.55
217,NODE004,43.61,69.69,2.35,1.6,36.39,29.1,515.57,6.46,3.57
218,NODE004,43.62,69.66,2.35,1.6,36.26,29.13,515.78,6.48,3.6
219,NODE004,43.55,69.1,2.31,1.6,36.01,29.07,514.88,6.56,3.62
220,NODE004,43.39,69.18,2.33,1.6,35.89,29.11,514.77,6.58,3.54
221,NODE004,43.08,69.05,2.34,1.61,36.02,29.16,514.48,6.56,3.53
222,NODE004,43.16,69.25,2.32,1.6,36.18,29.19,513.24,6.62,3.58
223,NODE004,43.33,69.66,2.34,1.6,36.01,29.17,514.25,6.53,3.57
224,NODE004,43.18,70.02,2.35,1.6,35.94,29.14,514.74,6.5,3.62
225,NODE004,43.24,69.61,2.35,1.59,35.82,29.06,514.36,6.44,3.61
226,NODE004,42.94,69.87,2.33,1.6,35.8,29.08,513.43,6.44,3.6
227,NODE004,42.74,69.56,2.35,1.59,35.86,29.01,511.99,6.4,3.59
228,NODE004,42.47,69.06,2.35,1.6,36.07,29.03,511.36,6.38,3.55
229,NODE004,42.33,68.81,2.37,1.59,36.24,29.0,512.32,6.44,3.5
230,NODE004,42.1,68.97,2.38,1.58,36.25,29.07,511.14,6.4,3.49
231,NODE004,41.93,68.47,2.37,1.59,36.28,29.14,509.66,6.48,3.54
232,NODE004,41.92,68.14,2.34,1.6,36.26,29.11,509.47,6.47,3.55
233,NODE004,42.16,67.74,2.34,1.59,36.01,29.13,509.08,6.49,3.51
234,NODE004,42.15,67.98,2.32,1.59,36.02,29.18,508.35,6.48,3.48
235,NODE004,42.19,67.8,2.33,1.58,36.18,29.24,507.8,6.48,3.5
236,NODE004,42.2,67.52,2.33,1.57,36.26,29.26,506.93,6.46,3.47
237,NODE004,42.48,67.98,2.32,1.58,36.45,29.18,508.09,6.53,3.39
238,NODE004,42.58,67.47,2.34,1.57,36.5,29.13,508.11,6.56,3.36
239,NODE004,42.61,67.02,2.32,1.57,36.57,29.07,507.98,6.6,3.42
240,NODE004,42.72,67.11,2.34,1.58,36.36,29.02,506.69,6.56,3.44
241,NODE004,44.09,70.0,2.42,1.6,37.73,29.24,512.55,6.78,3.53
242,NODE004,45.7,71.91,2.52,1.63,39.33,29.57,518.94,6.99,3.7
243,NODE004,47.23,74.16,2.59,1.64,40.69,29.8,522.54,7.1,3.79
244,NODE004,48.69,76.11,2.69,1.66,41.98,29.98,526.3,7.36,3.88
245,NODE004,49.92,78.39,2.8,1.67,43.2,30.18,530.16,7.46,4.05
246,NODE004,51.23,80.09,2.88,1.68,44.62,30.46,534.26,7.6,4.21
247,NODE004,52.76,82.12,2.98,1.7,46.01,30.71,539.68,7.73,4.29
248,NODE004,54.27,83.55,3.04,1.72,46.93,30.99,543.1,7.85,4.45
249,NODE004,55.51,85.76,3.09,1.73,47.88,31.14,546.68,8.09,4.65
250,NODE004,56.77,87.47,3.16,1.75,48.67,31.36,550.15,8.18,4.83
251,NODE004,58.11,88.94,3.22,1.76,49.54,31.51,554.53,8.37,4.93
252,NODE004,58.9,91.02,3.27,1.78,50.69,31.7,557.12,8.59,4.97
253,NODE004,59.67,92.67,3.3,1.78,51.82,31.85,559.01,8.75,5.07
254,NODE004,60.84,94.49,3.34,1.8,52.43,31.94,562.18,8.85,5.18
255,NODE004,61.97,95.39,3.37,1.8,53.12,32.13,564.83,8.93,5.29
256,NODE004,62.84,96.7,3.43,1.8,54.1,32.36,567.06,9.06,5.37
257,NODE004,63.73,97.72,3.5,1.82,54.83,32.45,568.79,9.14,5.39
258,NODE004,64.65,98.54,3.55,1.83,55.54,32.63,571.15,9.21,5.53
259,NODE004,65.08,100.23,3.61,1.83,56.34,32.69,573.61,9.32,5.59
260,NODE004,65.53,101.62,3.66,1.84,56.99,32.78,576.25,9.34,5.62
261,NODE004,65.9,102.26,3.72,1.86,57.67,32.83,579.12,9.41,5.78
262,NODE004,66.4,103.32,3.78,1.87,58.2,33.02,581.47,9.52,5.83
263,NODE004,67.0,104.55,3.8,1.89,58.77,33.1,584.07,9.67,5.83
264,NODE004,67.46,105.08,3.84,1.9,59.59,33.27,586.97,9.75,5.92
265,NODE004,68.0,106.33,3.9,1.9,60.14,33.4,588.95,9.75,5.95
266,NODE004,68.31,107.15,3.93,1.91,60.88,33.45,591.97,9.81,6.09
267,NODE004,68.97,107.81,3.97,1.92,61.58,33.52,593.04,9.98,6.13
268,NODE004,69.49,108.88,4.03,1.93,62.25,33.54,595.88,10.04,6.24
269,NODE004,70.26,109.96,4.05,1.93,62.4,33.58,597.66,10.19,6.31
270,NODE004,70.69,111.03,4.06,1.93,62.65,33.6,599.9,10.24,6.33
271,NODE004,71.13,111.3,4.11,1.93,63.06,33.62,601.63,10.22,6.32
272,NODE004,71.46,112.44,4.15,1.94,63.7,33.65,604.41,10.23,6.3
273,NODE004,71.83,112.78,4.18,1.94,63.87,33.69,607.23,10.27,6.29
274,NODE004,72.07,113.69,4.23,1.94,64.32,33.73,607.17,10.34,6.31
275,NODE004,72.74,114.68,4.24,1.94,64.43,33.89,608.1,10.43,6.3
276,NODE004,73.44,115.17,4.25,1.94,64.73,33.92,609.94,10.43,6.3
277,NODE004,74.06,115.57,4.25,1.94,65.13,33.97,611.11,10.4,6.27
278,NODE004,74.25,116.13,4.27,1.95,65.29,34.1,612.37,10.45,6.25
279,NODE004,74.88,117.09,4.26,1.95,65.7,34.19,614.21,10.51,6.34
280,NODE004,75.41,117.48,4.26,1.95,66.23,34.24,614.55,10.52,6.44
281,NODE004,75.55,117.52,4.29,1.97,66.33,34.37,615.33,10.63,6.47
282,NODE004,76.07,117.85,4.34,1.96,66.48,34.49,616.84,10.65,6.55
283,NODE004,76.44,118.46,4.36,1.96,66.93,34.63,618.65,10.72,6.52
284,NODE004,76.54,119.17,4.4,1.97,67.41,34.72,618.77,10.76,6.51
285,NODE004,76.57,119.93,4.42,1.98,67.52,34.71,618.13,10.79,6.51
286,NODE004,76.94,120.8,4.41,1.99,67.65,34.71,619.28,10.78,6.56
287,NODE004,77.37,121.23,4.44,1.98,67.92,34.69,620.29,10.73,6.59
288,NODE004,77.66,121.33,4.45,2.0,67.98,34.75,622.43,10.79,6.55
289,NODE004,77.61,121.28,4.45,2.01,67.92,34.75,623.05,10.83,6.58
290,NODE004,77.6,121.69,4.46,2.02,68.32,34.77,623.76,10.93,6.63
291,NODE004,77.77,121.82,4.49,2.02,68.6,34.89,624.04,11.02,6.63
292,NODE004,77.84,122.38,4.48,2.03,68.83,34.86,625.24,11.05,6.63
293,NODE004,77.94,122.94,4.51,2.03,68.92,34.97,626.56,11.16,6.67
294,NODE004,78.1,122.84,4.55,2.04,68.84,34.95,626.25,11.22,6.75
295,NODE004,78.07,122.79,4.54,2.05,68.84,35.07,625.72,11.29,6.77
296,NODE004,78.26,123.41,4.58,2.05,69.03,35.13,626.23,11.36,6.75
297,NODE004,78.45,123.3,4.58,2.05,69.37,35.14,627.82,11.32,6.77
298,NODE004,78.4,123.88,4.61,2.05,69.56,35.2,629.69,11.25,6.76
299,NODE004,78.51,124.28,4.6,2.04,69.75,35.15,631.29,11.28,6.85
300,NODE004,78.93,124.55,4.58,2.04,69.93,35.24,631.54,11.25,6.88
301,NODE004,79.06,124.95,4.56,2.04,69.78,35.29,632.97,11.2,6.91
302,NODE004,79.51,125.53,4.58,2.05,69.9,35.37,633.53,11.26,6.93
303,NODE004,79.7,125.27,4.57,2.05,69.96,35.44,632.79,11.33,7.02
304,NODE004,79.54,125.82,4.58,2.05,70.14,35.49,632.11,11.37,6.98
305,NODE004,79.78,126.34,4.61,2.05,70.02,35.58,632.27,11.39,6.95
306,NODE004,80.22,126.82,4.63,2.05,70.24,35.64,631.55,11.39,6.91
307,NODE004,80.36,126.52,4.64,2.05,70.46,35.73,631.89,11.45,6.86
308,NODE004,80.31,127.07,4.63,2.06,70.59,35.68,633.5,11.39,6.9
309,NODE004,80.31,126.74,4.66,2.05,70.46,35.68,633.29,11.37,6.95
310,NODE004,80.59,127.19,4.67,2.05,70.37,35.76,633.82,11.42,6.96
311,NODE004,80.52,127.43,4.69,2.06,70.21,35.79,634.19,11.5,6.96
312,NODE004,80.31,127.73,4.72,2.06,70.33,35.77,633.29,11.45,6.91
313,NODE004,80.39,128.13,4.73,2.07,70.24,35.71,633.63,11.47,6.99
314,NODE004,80.65,128.07,4.76,2.07,70.3,35.68,634.67,11.56,7.07
315,NODE004,96.15,149.57,5.48,2.08,81.14,35.66,647.95,12.62,8.2
316,NODE004,95.9,148.97,5.43,2.09,80.82,35.74,647.5,12.64,8.1
317,NODE004,95.61,148.2,5.43,2.09,80.26,35.7,646.0,12.61,8.1
318,NODE004,94.91,147.31,5.4,2.08,80.06,35.73,645.56,12.66,8.1
319,NODE004,94.51,146.63,5.36,2.09,79.83,35.71,644.62,12.68,8.14
320,NODE004,94.03,146.41,5.37,2.08,79.64,35.74,645.31,12.62,8.08
321,NODE004,93.84,145.61,5.36,2.08,79.63,35.73,644.45,12.53,7.99
322,NODE004,93.63,145.22,5.32,2.08,79.62,35.74,643.39,12.58,7.99
323,NODE004,92.88,144.64,5.27,2.09,79.48,35.77,643.75,12.6,7.98
