Row,Node ID,PM2.5,PM10,CO,NH3,NO2,Ozone,CO2,VOC,Smoke
114,NODE005,12.43,20.63,0.39,0.84,8.02,20.82,411.77,1.56,0.39
115,NODE005,12.28,20.49,0.39,0.84,7.94,20.74,412.27,1.56,0.39
116,NODE005,12.33,20.54,0.38,0.84,7.96,20.68,412.76,1.54,0.4
117,NODE005,12.31,20.49,0.38,0.84,7.95,20.7,413.01,1.55,0.4
118,NODE005,12.37,20.54,0.39,0.85,7.96,20.7,412.78,1.54,0.39
119,NODE005,12.3,20.32,0.38,0.84,7.88,20.66,412.83,1.51,0.4
120,NODE005,12.2,20.13,0.38,0.84,7.85,20.62,411.96,1.48,0.41
121,NODE005,12.22,20.24,0.37,0.84,7.75,20.64,411.04,1.45,0.42
122,NODE005,12.06,20.2,0.38,0.84,7.69,20.66,410.3,1.44,0.4
123,NODE005,12.01,20.06,0.38,0.84,7.63,20.58,409.55,1.45,0.39
124,NODE005,11.94,20.04,0.38,0.84,7.64,20.6,410.19,1.44,0.4
125,NODE005,11.98,20.05,0.38,0.84,7.58,20.54,410.23,1.45,0.39
126,NODE005,12.02,19.98,0.38,0.84,7.57,20.48,410.51,1.48,0.39
127,NODE005,11.94,19.89,0.38,0.84,7.55,20.42,410.85,1.45,0.4
128,NODE005,11.9,19.77,0.39,0.84,7.47,20.44,410.79,1.44,0.38
129,NODE005,11.9,19.84,0.38,0.84,7.49,20.44,410.75,1.44,0.38
130,NODE005,11.78,19.94,0.38,0.84,7.44,20.43,411.1,1.46,0.36
131,NODE005,11.81,20.0,0.38,0.84,7.38,20.45,411.32,1.48,0.37
132,NODE005,11.88,19.96,0.38,0.84,7.36,20.45,410.46,1.47,0.37
133,NODE005,11.85,19.97,0.38,0.84,7.27,20.47,410.97,1.44,0.39
134,NODE005,11.7,19.76,0.38,0.84,7.24,20.41,410.14,1.43,0.4
135,NODE005,11.63,19.82,0.38,0.84,7.27,20.43,410.56,1.45,0.4
136,NODE005,11.67,19.73,0.38,0.83,7.28,20.41,409.78,1.47,0.4
137,NODE005,11.65,19.71,0.37,0.83,7.23,20.39,409.21,1.45,0.4
138,NODE005,11.52,19.74,0.37,0.83,7.16,20.38,409.25,1.44,0.41
139,NODE005,11.6,19.82,0.38,0.83,7.09,20.39,409.37,1.45,0.43
140,NODE005,11.73,19.87,0.38,0.83,7.09,20.34,409.66,1.48,0.41
141,NODE005,11.6,19.69,0.37,0.83,7.09,20.28,409.73,1.47,0.42
142,NODE005,11.48,19.64,0.37,0.83,7.04,20.26,408.92,1.46,0.41
143,NODE005,11.59,19.49,0.37,0.83,7.0,20.27,408.26,1.49,0.39
144,NODE005,11.53,19.47,0.37,0.83,7.05,20.26,408.2,1.49,0.38
145,NODE005,11.55,19.42,0.37,0.83,7.11,20.24,408.4,1.48,0.4
146,NODE005,11.52,19.53,0.37,0.83,7.03,20.2,408.26,1.47,0.4
147,NODE005,11.39,19.58,0.37,0.83,7.02,20.23,408.23,1.5,0.4
148,NODE005,11.36,19.5,0.37,0.83,7.03,20.19,408.14,1.48,0.42
149,NODE005,11.39,19.3,0.37,0.83,7.09,20.21,408.47,1.47,0.4
150,NODE005,11.35,19.32,0.37,0.83,7.01,20.16,408.02,1.5,0.41
151,NODE005,11.27,19.2,0.38,0.82,6.9,20.07,407.24,1.48,0.39
152,NODE005,11.29,18.94,0.38,0.82,6.82,19.94,407.7,1.46,0.4
153,NODE005,11.15,18.8,0.37,0.82,6.68,19.84,406.6,1.45,0.4
154,NODE005,11.16,18.6,0.36,0.81,6.55,19.68,406.28,1.45,0.41
155,NODE005,11.08,18.6,0.36,0.81,6.56,19.58,406.42,1.46,0.4
156,NODE005,10.98,18.31,0.36,0.81,6.43,19.44,406.34,1.47,0.39
157,NODE005,10.78,18.02,0.36,0.8,6.43,19.34,406.29,1.44,0.39
158,NODE005,10.56,17.82,0.35,0.8,6.34,19.26,405.51,1.42,0.37
159,NODE005,10.58,17.82,0.36,0.8,6.35,19.2,405.32,1.44,0.38
160,NODE005,10.59,17.57,0.35,0.8,6.24,19.16,405.36,1.46,0.36
161,NODE005,10.56,17.6,0.35,0.8,6.13,19.04,405.22,1.46,0.36
162,NODE005,10.56,17.48,0.35,0.8,6.02,18.95,404.35,1.43,0.36
163,NODE005,10.35,17.25,0.35,0.8,5.91,18.84,403.39,1.4,0.35
164,NODE005,10.39,17.01,0.35,0.79,5.86,18.77,403.75,1.4,0.36
165,NODE005,10.38,16.87,0.35,0.79,5.79,18.67,404.04,1.42,0.37
166,NODE005,10.22,16.9,0.35,0.79,5.8,18.65,403.13,1.42,0.38
167,NODE005,10.26,16.87,0.35,0.79,5.72,18.62,402.7,1.44,0.38
168,NODE005,10.08,16.75,0.35,0.79,5.66,18.6,402.63,1.45,0.39
169,NODE005,10.12,16.83,0.35,0.79,5.71,18.52,403.06,1.46,0.38
170,NODE005,10.0,16.71,0.36,0.79,5.7,18.5,403.57,1.44,0.39
171,NODE005,9.93,16.51,0.35,0.79,5.71,18.4,403.43,1.42,0.38
172,NODE005,9.94,16.5,0.35,0.78,5.71,18.38,403.42,1.41,0.37
173,NODE005,9.88,16.57,0.35,0.78,5.74,18.35,402.84,1.42,0.37
174,NODE005,9.77,16.38,0.34,0.78,5.79,18.27,402.99,1.43,0.36
175,NODE005,9.65,16.43,0.34,0.78,5.8,18.22,403.01,1.39,0.34
176,NODE005,9.58,16.31,0.34,0.78,5.75,18.22,402.53,1.38,0.33
177,NODE005,9.52,16.27,0.33,0.78,5.78,18.19,401.78,1.37,0.33
178,NODE005,9.34,16.37,0.34,0.78,5.77,18.11,401.78,1.37,0.34
179,NODE005,9.2,16.27,0.34,0.78,5.74,18.07,401.62,1.35,0.35
180,NODE005,9.26,16.17,0.34,0.78,5.69,18.05,401.48,1.33,0.36
181,NODE005,9.3,16.1,0.34,0.78,5.63,18.02,401.83,1.34,0.37
182,NODE005,9.25,15.84,0.34,0.77,5.57,17.94,401.27,1.33,0.38
183,NODE005,9.15,15.8,0.33,0.77,5.56,17.86,400.72,1.3,0.39
184,NODE005,9.22,15.73,0.33,0.77,5.54,17.78,400.62,1.32,0.39
185,NODE005,9.3,15.79,0.34,0.77,5.58,17.75,400.32,1.33,0.39
186,NODE005,9.24,15.56,0.34,0.77,5.57,17.73,400.2,1.32,0.39
187,NODE005,9.26,15.62,0.33,0.77,5.51,17.73,400.53,1.34,0.38
188,NODE005,9.25,15.47,0.34,0.78,5.46,17.66,400.07,1.36,0.39
189,NODE005,9.19,15.5,0.34,0.77,5.4,17.61,400.03,1.35,0.4
190,NODE005,9.12,15.55,0.34,0.77,5.37,17.63,400.74,1.36,0.4
191,NODE005,8.98,15.36,0.33,0.77,5.41,17.65,400.71,1.34,0.39
192,NODE005,8.91,15.3,0.33,0.77,5.44,17.59,401.35,1.34,0.37
193,NODE005,8.81,15.19,0.34,0.77,5.49,17.6,400.71,1.34,0.36
194,NODE005,8.91,14.99,0.34,0.77,5.46,17.6,400.62,1.33,0.34
195,NODE005,9.0,14.84,0.33,0.77,5.47,17.55,400.93,1.3,0.35
196,NODE005,8.91,14.98,0.33,0.77,5.47,17.57,400.51,1.28,0.33
197,NODE005,8.86,15.06,0.33,0.77,5.38,17.53,400.36,1.25,0.35
198,NODE005,8.96,14.96,0.33,0.77,5.31,17.56,399.65,1.23,0.37
199,NODE005,8.82,14.97,0.33,0.77,5.37,17.53,400.18,1.22,0.37
200,NODE005,8.86,15.07,0.32,0.77,5.33,17.5,400.57,1.19,0.36
201,NODE005,8.91,15.12,0.32,0.77,5.36,17.45,400.74,1.18,0.35
202,NODE005,8.86,14.9,0.32,0.77,5.31,17.44,401.19,1.19,0.37
203,NODE005,8.75,14.95,0.32,0.77,5.35,17.38,401.61,1.17,0.36
204,NODE005,8.85,14.74,0.32,0.77,5.33,17.36,401.05,1.2,0.38
205,NODE005,8.81,14.69,0.32,0.77,5.28,17.38,401.43,1.21,0.38
206,NODE005,8.67,14.61,0.32,0.76,5.33,17.37,401.2,1.24,0.38
207,NODE005,8.61,14.48,0.32,0.76,5.26,17.39,401.47,1.26,0.37
208,NODE005,8.53,14.5,0.32,0.76,5.26,17.37,401.39,1.26,0.37
209,NODE005,8.54,14.44,0.32,0.76,5.23,17.37,400.98,1.23,0.37
210,NODE005,8.49,14.53,0.33,0.76,5.15,17.37,401.71,1.23,0.37
211,NODE005,8.46,14.69,0.33,0.76,5.2,17.39,401.89,1.26,0.35
212,NODE005,8.57,14.49,0.32,0.77,5.27,17.34,401.7,1.24,0.34
213,NODE005,8.59,14.38,0.32,0.77,5.3,17.34,400.85,1.25,0.36
214,NODE005,8.57,14.53,0.32,0.77,5.31,17.32,401.56,1.22,0.37
215,NODE005,8.64,14.5,0.32,0.76,5.27,17.35,401.19,1.23,0.37
216,NODE005,8.61,14.57,0.32,0.76,5.18,17.35,401.18,1.2,0.37
217,NODE005,8.72,14.69,0.32,0.76,5.15,17.31,400.91,1.18,0.38
218,NODE005,8.77,14.6,0.32,0.76,5.07,17.28,401.54,1.19,0.4
219,NODE005,8.78,14.5,0.32,0.76,5.12,17.27,401.83,1.19,0.38
220,NODE005,8.63,14.54,0.32,0.76,5.04,17.27,402.52,1.2,0.4
221,NODE005,8.69,14.65,0.32,0.76,5.0,17.22,403.04,1.17,0.38
222,NODE005,8.71,14.64,0.32,0.77,4.95,17.17,402.9,1.2,0.38
223,NODE005,8.64,14.51,0.32,0.76,4.94,17.13,402.87,1.23,0.38
224,NODE005,8.65,14.63,0.32,0.77,4.87,17.12,403.38,1.23,0.38
225,NODE005,8.53,14.7,0.33,0.76,4.95,17.08,403.15,1.21,0.36
226,NODE005,8.54,14.53,0.33,0.77,4.92,17.07,402.29,1.18,0.37
227,NODE005,8.45,14.66,0.33,0.77,4.88,17.11,402.2,1.21,0.38
228,NODE005,8.49,14.53,0.33,0.76,4.83,17.09,401.41,1.2,0.36
229,NODE005,8.56,14.7,0.32,0.77,4.82,17.06,401.01,1.19,0.36
230,NODE005,8.65,14.53,0.32,0.76,4.9,17.1,401.22,1.19,0.38
231,NODE005,8.75,14.51,0.32,0.76,4.93,17.04,400.88,1.16,0.38
232,NODE005,8.62,14.53,0.32,0.76,4.98,17.04,400.23,1.19,0.37
233,NODE005,8.68,14.36,0.32,0.76,5.0,17.08,399.45,1.16,0.36
234,NODE005,8.7,14.51,0.33,0.76,4.97,17.11,398.82,1.16,0.37
235,NODE005,8.59,14.34,0.32,0.76,5.0,17.07,398.17,1.17,0.35
236,NODE005,8.57,14.29,0.32,0.76,4.94,17.1,397.8,1.15,0.35
237,NODE005,8.62,14.35,0.32,0.76,4.98,17.07,398.41,1.16,0.36
238,NODE005,8.68,14.28,0.32,0.76,4.93,17.11,398.34,1.15,0.36
239,NODE005,8.79,14.45,0.32,0.77,4.88,17.13,399.11,1.16,0.38
240,NODE005,8.83,14.36,0.33,0.77,4.95,17.14,399.16,1.15,0.39
241,NODE005,8.93,14.76,0.33,0.77,5.06,17.37,400.34,1.15,0.39
242,NODE005,9.12,14.93,0.34,0.78,5.23,17.58,400.4,1.15,0.38
243,NODE005,9.37,15.05,0.34,0.78,5.33,17.8,401.28,1.15,0.4
244,NODE005,9.57,15.25,0.35,0.79,5.49,17.92,402.15,1.19,0.4
245,NODE005,9.7,15.5,0.36,0.79,5.66,18.06,403.45,1.23,0.39
246,NODE005,9.99,15.64,0.36,0.79,5.73,18.2,404.16,1.26,0.38
247,NODE005,10.13,16.1,0.36,0.8,5.91,18.32,403.97,1.3,0.37
248,NODE005,10.26,16.51,0.36,0.8,6.08,18.47,403.85,1.33,0.39
249,NODE005,10.43,16.57,0.37,0.81,6.24,18.65,405.03,1.36,0.38
250,NODE005,10.6,16.91,0.37,0.81,6.28,18.83,406.14,1.38,0.4
251,NODE005,10.67,17.27,0.37,0.81,6.41,18.98,406.74,1.37,0.41
252,NODE005,10.91,17.35,0.37,0.82,6.53,19.05,406.66,1.36,0.41
253,NODE005,11.03,17.6,0.37,0.82,6.69,19.2,406.46,1.38,0.41
254,NODE005,11.27,17.78,0.37,0.82,6.86,19.32,406.92,1.38,0.4
255,NODE005,11.34,18.14,0.37,0.83,7.01,19.47,406.78,1.41,0.39
256,NODE005,11.47,18.14,0.37,0.83,7.03,19.54,406.68,1.43,0.4
257,NODE005,11.72,18.42,0.37,0.83,7.06,19.68,406.52,1.47,0.42
258,NODE005,11.7,18.71,0.38,0.84,7.21,19.82,406.86,1.5,0.41
259,NODE005,11.8,19.03,0.38,0.84,7.36,19.93,407.31,1.54,0.4
260,NODE005,11.8,19.27,0.38,0.84,7.35,20.03,407.13,1.57,0.39
261,NODE005,11.99,19.29,0.39,0.84,7.49,20.12,407.67,1.59,0.38
262,NODE005,12.12,19.42,0.38,0.85,7.48,20.21,408.01,1.6,0.38
263,NODE005,12.1,19.5,0.38,0.85,7.53,20.26,408.28,1.61,0.39
264,NODE005,12.22,19.72,0.38,0.85,7.51,20.35,408.02,1.65,0.38
265,NODE005,12.33,19.71,0.39,0.85,7.6,20.37,408.91,1.65,0.37
266,NODE005,12.41,19.71,0.4,0.85,7.68,20.43,408.75,1.66,0.37
267,NODE005,12.54,19.76,0.4,0.85,7.78,20.51,409.1,1.65,0.38
268,NODE005,12.56,19.67,0.4,0.85,7.76,20.56,409.66,1.67,0.38
269,NODE005,12.71,19.76,0.4,0.85,7.8,20.63,409.39,1.67,0.37
270,NODE005,12.83,19.92,0.41,0.85,7.79,20.73,410.11,1.67,0.37
271,NODE005,12.92,20.08,0.41,0.86,7.84,20.77,410.97,1.68,0.36
272,NODE005,13.04,20.03,0.41,0.86,7.93,20.81,411.35,1.71,0.35
273,NODE005,13.09,20.15,0.41,0.86,8.01,20.87,411.67,1.72,0.36
274,NODE005,13.02,20.31,0.41,0.87,8.02,20.94,411.94,1.73,0.35
275,NODE005,13.14,20.34,0.42,0.87,8.04,21.03,411.51,1.75,0.34
276,NODE005,13.1,20.47,0.42,0.86,8.15,21.03,412.0,1.74,0.33
277,NODE005,13.26,20.47,0.43,0.86,8.25,21.06,411.76,1.75,0.33
278,NODE005,13.34,20.45,0.43,0.86,8.26,21.08,411.32,1.75,0.33
279,NODE005,13.33,20.7,0.43,0.87,8.27,21.09,412.04,1.76,0.35
280,NODE005,13.25,20.65,0.42,0.87,8.27,21.17,412.05,1.76,0.35
281,NODE005,13.37,20.61,0.42,0.87,8.31,21.22,412.08,1.76,0.35
282,NODE005,13.31,20.65,0.43,0.87,8.31,21.22,412.66,1.77,0.35
283,NODE005,13.31,20.74,0.43,0.87,8.34,21.21,413.23,1.78,0.36
284,NODE005,13.31,20.72,0.42,0.87,8.44,21.26,413.69,1.76,0.35
285,NODE005,13.23,20.7,0.43,0.87,8.46,21.24,414.41,1.76,0.37
286,NODE005,13.41,20.63,0.43,0.88,8.41,21.25,415.18,1.75,0.36
287,NODE005,13.37,20.56,0.43,0.88,8.47,21.23,415.85,1.74,0.38
288,NODE005,13.29,20.69,0.43,0.88,8.47,21.27,415.12,1.76,0.39
289,NODE005,13.39,20.68,0.43,0.88,8.41,21.26,415.33,1.77,0.4
290,NODE005,13.54,20.65,0.44,0.88,8.47,21.26,415.24,1.77,0.39
291,NODE005,13.52,20.61,0.44,0.88,8.42,21.32,414.66,1.78,0.4
292,NODE005,13.44,20.68,0.44,0.88,8.48,21.32,415.31,1.79,0.41
293,NODE005,13.45,20.84,0.44,0.88,8.5,21.36,414.91,1.81,0.4
294,NODE005,13.42,20.88,0.44,0.88,8.56,21.41,415.32,1.84,0.39
295,NODE005,13.47,20.77,0.45,0.88,8.5,21.4,414.76,1.81,0.38
296,NODE005,13.38,20.67,0.45,0.88,8.47,21.46,414.14,1.83,0.37
297,NODE005,13.43,20.91,0.45,0.88,8.54,21.43,414.81,1.83,0.4
298,NODE005,13.46,21.07,0.45,0.88,8.57,21.49,414.78,1.82,0.4
299,NODE005,13.54,21.2,0.45,0.88,8.53,21.56,414.06,1.8,0.42
300,NODE005,13.54,21.09,0.45,0.88,8.51,21.61,414.33,1.8,0.43
301,NODE005,13.62,21.16,0.45,0.88,8.56,21.61,414.03,1.83,0.42
302,NODE005,13.63,21.2,0.46,0.88,8.57,21.61,414.33,1.8,0.42
303,NODE005,13.79,21.28,0.46,0.89,8.64,21.6,414.02,1.79,0.42
304,NODE005,13.89,21.34,0.46,0.89,8.62,21.61,414.13,1.82,0.41
305,NODE005,13.84,21.47,0.46,0.89,8.63,21.64,413.82,1.84,0.4
306,NODE005,13.85,21.52,0.46,0.89,8.7,21.64,413.51,1.81,0.39
307,NODE005,13.91,21.43,0.45,0.89,8.74,21.66,413.0,1.82,0.38
308,NODE005,13.81,21.49,0.46,0.89,8.71,21.65,412.8,1.8,0.38
309,NODE005,13.95,21.35,0.45,0.89,8.73,21.64,413.03,1.82,0.38
310,NODE005,13.94,21.2,0.46,0.89,8.74,21.69,412.78,1.82,0.38
311,NODE005,13.97,21.14,0.45,0.88,8.81,21.67,413.31,1.79,0.4
312,NODE005,13.98,21.24,0.45,0.89,8.88,21.69,413.54,1.79,0.42
313,NODE005,13.9,21.46,0.45,0.88,8.87,21.74,414.17,1.8,0.44
314,NODE005,13.85,21.54,0.44,0.89,8.95,21.75,414.89,1.82,0.45
315,NODE005,13.75,21.57,0.44,0.89,8.88,21.77,415.26,1.8,0.46
316,NODE005,13.78,21.59,0.44,0.89,8.83,21.76,414.51,1.81,0.44
317,NODE005,13.8,21.69,0.44,0.89,8.76,21.74,414.17,1.79,0.44
318,NODE005,13.73,21.62,0.44,0.89,8.82,21.71,414.85,1.78,0.45
319,NODE005,13.83,21.67,0.44,0.89,8.76,21.71,414.68,1.79,0.47
320,NODE005,13.8,21.54,0.44,0.89,8.73,21.75,415.37,1.79,0.45
321,NODE005,13.87,21.53,0.45,0.89,8.68,21.71,416.1,1.8,0.43
322,NODE005,13.86,21.67,0.45,0.89,8.74,21.74,416.79,1.78,0.42
323,NODE005,13.8,21.69,0.45,0.89,8.68,21.78,417.27,1.78,0.43
