Row,Node ID,PM2.5,PM10,CO,NH3,NO2,Ozone,CO2,VOC,Smoke
61,NODE003,58.11,89.91,2.43,1.9,42.45,33.86,559.2,8.59,5.16
62,NODE003,58.32,90.28,2.43,1.89,42.6,33.89,558.83,8.56,5.17
63,NODE003,58.38,90.61,2.45,1.89,42.61,33.82,558.88,8.59,5.2
64,NODE003,58.31,90.69,2.43,1.89,42.66,33.8,559.91,8.59,5.17
65,NODE003,58.43,90.9,2.45,1.89,42.51,33.79,560.62,8.56,5.13
66,NODE003,58.38,90.52,2.46,1.89,42.66,33.83,561.27,8.51,5.11
67,NODE003,58.57,90.11,2.46,1.89,42.59,33.91,561.74,8.51,5.08
68,NODE003,58.81,89.96,2.45,1.88,42.48,33.94,562.18,8.48,5.09
69,NODE003,58.98,89.67,2.45,1.87,42.62,33.91,563.05,8.53,5.05
70,NODE003,58.92,89.74,2.45,1.88,42.5,33.91,562.36,8.57,5.05
71,NODE003,58.7,89.61,2.46,1.88,42.5,33.97,561.39,8.49,5.02
72,NODE003,58.89,89.55,2.45,1.89,42.66,34.03,562.45,8.41,5.02
73,NODE003,58.71,89.24,2.44,1.89,42.59,33.97,562.74,8.48,5.06
74,NODE003,58.81,89.6,2.43,1.89,42.7,34.03,562.72,8.49,5.07
75,NODE003,58.7,89.65,2.43,1.89,42.55,33.97,562.64,8.5,5.03
76,NODE003,58.67,89.49,2.42,1.88,42.62,33.98,562.37,8.43,5.02
77,NODE003,58.75,89.25,2.4,1.88,42.59,34.04,563.34,8.4,5.02
78,NODE003,58.98,88.93,2.4,1.88,42.45,34.0,562.7,8.41,5.01
79,NODE003,58.91,88.92,2.41,1.89,42.42,33.92,563.21,8.42,5.02
80,NODE003,58.68,88.61,2.42,1.88,42.55,33.87,562.15,8.35,5.04
81,NODE003,58.93,88.48,2.42,1.88,42.69,33.84,563.15,8.4,5.09
82,NODE003,59.02,88.67,2.4,1.88,42.69,33.81,563.31,8.4,5.07
83,NODE003,58.92,88.56,2.39,1.88,42.63,33.8,564.12,8.41,5.12
84,NODE003,58.76,88.33,2.39,1.88,42.48,33.85,563.68,8.39,5.14
85,NODE003,58.91,88.22,2.38,1.88,42.42,33.79,564.27,8.41,5.18
86,NODE003,58.99,88.02,2.4,1.89,42.33,33.78,563.06,8.48,5.17
87,NODE003,58.74,88.37,2.42,1.89,42.36,33.74,563.81,8.5,5.12
88,NODE003,58.65,88.24,2.41,1.89,42.38,33.69,562.52,8.48,5.16
89,NODE003,58.41,88.22,2.4,1.89,42.42,33.7,561.81,8.46,5.13
90,NODE003,58.69,87.95,2.41,1.89,42.38,33.66,560.74,8.39,5.12
91,NODE003,58.4,87.56,2.39,1.89,42.14,33.53,559.05,8.4,5.03
92,NODE003,58.21,86.61,2.39,1.89,41.85,33.46,558.8,8.37,5.0
93,NODE003,57.85,85.7,2.38,1.88,41.55,33.35,557.06,8.33,5.0
94,NODE003,57.37,85.28,2.36,1.88,41.43,33.28,555.71,8.2,4.97
95,NODE003,57.19,84.96,2.36,1.87,41.04,33.26,555.31,8.2,4.96
96,NODE003,56.93,84.4,2.36,1.86,40.62,33.22,553.47,8.2,4.92
97,NODE003,56.37,83.81,2.34,1.85,40.27,33.13,551.93,8.2,4.92
98,NODE003,56.13,83.15,2.33,1.85,40.14,33.12,550.49,8.19,4.87
99,NODE003,55.7,82.46,2.3,1.85,40.07,33.05,549.37,8.17,4.87
100,NODE003,55.11,82.1,2.3,1.85,39.89,33.04,548.95,8.17,4.85
101,NODE003,54.9,81.36,2.28,1.85,39.72,32.96,547.26,8.13,4.85
102,NODE003,54.6,80.76,2.28,1.85,39.44,32.93,546.69,8.15,4.77
103,NODE003,54.14,80.05,2.26,1.83,39.4,32.87,544.91,8.04,4.75
104,NODE003,54.1,79.83,2.25,1.83,39.16,32.77,544.92,7.99,4.66
105,NODE003,53.69,79.41,2.26,1.82,38.97,32.69,545.23,7.92,4.66
106,NODE003,53.33,79.4,2.26,1.82,38.79,32.59,544.34,7.93,4.62
107,NODE003,52.87,79.49,2.23,1.81,38.73,32.46,542.47,7.81,4.56
108,NODE003,52.55,79.56,2.23,1.81,38.67,32.45,541.95,7.84,4.5
109,NODE003,52.24,79.19,2.2,1.8,38.64,32.45,541.31,7.83,4.48
110,NODE003,51.97,78.77,2.19,1.8,38.36,32.4,541.61,7.84,4.46
111,NODE003,51.75,78.42,2.18,1.79,38.36,32.35,541.42,7.85,4.41
112,NODE003,51.73,78.01,2.18,1.78,38.06,32.35,540.95,7.88,4.34
113,NODE003,51.31,77.57,2.17,1.77,37.98,32.23,540.2,7.9,4.3
114,NODE003,51.39,77.67,2.15,1.77,37.93,32.19,539.66,7.86,4.31
115,NODE003,51.09,77.81,2.13,1.77,37.7,32.07,540.06,7.75,4.34
116,NODE003,51.1,77.54,2.11,1.77,37.52,32.07,539.93,7.79,4.27
117,NODE003,51.19,77.14,2.12,1.76,37.51,32.01,538.43,7.78,4.28
118,NODE003,51.16,77.26,2.1,1.76,37.38,31.9,538.57,7.7,4.29
119,NODE003,50.83,76.98,2.1,1.75,37.33,31.86,538.31,7.69,4.26
120,NODE003,50.79,76.47,2.08,1.75,37.28,31.76,538.82,7.7,4.26
121,NODE003,50.5,75.93,2.09,1.75,37.29,31.71,537.38,7.62,4.29
122,NODE003,50.39,75.42,2.09,1.75,37.11,31.66,537.85,7.58,4.26
123,NODE003,50.09,75.41,2.09,1.74,37.15,31.67,538.1,7.48,4.25
124,NODE003,49.73,75.34,2.08,1.74,37.03,31.63,537.89,7.39,4.19
125,NODE003,49.51,75.23,2.07,1.73,36.98,31.64,537.26,7.3,4.22
126,NODE003,49.45,75.36,2.08,1.74,36.72,31.55,535.7,7.23,4.22
127,NODE003,49.26,75.15,2.07,1.74,36.74,31.5,534.91,7.2,4.24
128,NODE003,49.31,74.75,2.06,1.73,36.76,31.49,535.09,7.13,4.18
129,NODE003,49.06,74.34,2.04,1.74,36.61,31.51,534.75,7.07,4.16
130,NODE003,48.86,73.93,2.04,1.74,36.65,31.51,535.37,7.12,4.19
131,NODE003,48.69,74.08,2.03,1.74,36.65,31.48,535.18,7.03,4.21
132,NODE003,48.69,74.01,2.01,1.73,36.46,31.44,534.76,6.96,4.21
133,NODE003,48.42,73.82,2.02,1.72,36.22,31.39,534.37,7.0,4.21
134,NODE003,48.59,74.04,2.0,1.73,36.19,31.45,533.61,7.04,4.17
135,NODE003,48.28,73.63,2.02,1.72,36.02,31.41,532.72,6.95,4.12
136,NODE003,48.23,73.18,2.02,1.72,35.95,31.44,533.38,6.89,4.09
137,NODE003,48.39,72.8,2.03,1.72,35.85,31.37,532.32,6.92,4.04
138,NODE003,48.43,72.68,2.04,1.72,35.74,31.29,531.47,6.9,3.98
139,NODE003,48.45,72.8,2.05,1.72,35.72,31.2,530.31,6.86,3.98
140,NODE003,48.57,72.64,2.06,1.72,35.68,31.15,530.33,6.94,3.97
141,NODE003,48.51,72.73,2.07,1.72,35.51,31.14,529.82,6.96,4.02
142,NODE003,48.51,72.73,2.07,1.71,35.55,31.17,528.56,6.89,3.97
143,NODE003,48.5,73.05,2.07,1.71,35.51,31.22,527.45,6.89,3.99
144,NODE003,48.4,73.04,2.08,1.71,35.35,31.15,527.89,6.87,3.98
145,NODE003,48.21,72.77,2.08,1.71,35.22,31.12,528.42,6.91,3.98
146,NODE003,48.33,72.53,2.09,1.71,35.06,31.05,528.1,6.93,3.97
147,NODE003,48.2,72.74,2.08,1.71,35.03,31.05,528.99,6.95,3.91
148,NODE003,48.13,72.88,2.07,1.71,34.98,31.07,528.86,6.95,3.96
149,NODE003,48.16,73.17,2.07,1.71,35.07,31.15,529.15,6.87,3.93
150,NODE003,48.07,73.42,2.09,1.72,35.1,31.22,529.81,6.92,3.95
151,NODE003,47.34,72.7,2.05,1.7,34.51,31.04,527.67,6.84,3.91
152,NODE003,46.72,72.19,2.02,1.69,33.98,30.8,525.68,6.79,3.9
153,NODE003,45.92,71.38,1.98,1.68,33.65,30.65,524.26,6.64,3.87
154,NODE003,45.38,70.64,1.96,1.68,33.36,30.44,522.36,6.52,3.82
155,NODE003,45.07,69.66,1.95,1.66,32.95,30.26,520.09,6.49,3.8
156,NODE003,44.64,68.81,1.93,1.66,32.72,30.14,519.34,6.46,3.77
157,NODE003,44.11,68.02,1.92,1.66,32.32,29.94,517.55,6.41,3.75
158,NODE003,43.92,67.75,1.9,1.65,32.11,29.9,516.13,6.42,3.7
159,NODE003,43.49,67.37,1.9,1.64,31.89,29.73,514.57,6.31,3.61
160,NODE003,43.21,67.11,1.89,1.64,31.63,29.55,514.33,6.3,3.53
161,NODE003,43.05,66.08,1.86,1.64,31.21,29.5,514.35,6.3,3.44
162,NODE003,42.78,65.52,1.84,1.64,30.81,29.43,513.12,6.23,3.42
163,NODE003,42.47,64.83,1.84,1.63,30.39,29.34,511.3,6.16,3.42
164,NODE003,42.06,64.09,1.8,1.63,30.21,29.27,509.76,6.04,3.39
165,NODE003,41.93,63.58,1.79,1.62,29.89,29.15,508.09,6.01,3.31
166,NODE003,41.43,63.19,1.78,1.61,29.6,29.06,507.64,5.98,3.29
167,NODE003,41.21,62.87,1.76,1.6,29.53,29.02,506.99,5.95,3.22
168,NODE003,41.13,62.1,1.75,1.6,29.29,28.89,505.26,5.91,3.16
169,NODE003,41.02,61.49,1.74,1.59,29.13,28.82,503.95,5.94,3.17
170,NODE003,40.67,61.19,1.72,1.59,29.02,28.75,502.58,5.92,3.13
171,NODE003,40.57,60.46,1.7,1.58,28.83,28.66,501.0,5.95,3.09
172,NODE003,40.34,60.33,1.68,1.57,28.54,28.58,501.38,5.9,3.08
173,NODE003,39.79,60.29,1.65,1.57,28.36,28.46,499.82,5.91,3.09
174,NODE003,39.64,59.75,1.63,1.56,28.15,28.43,498.16,5.87,3.11
175,NODE003,39.59,59.23,1.62,1.57,28.02,28.37,498.62,5.79,3.04
176,NODE003,39.34,59.19,1.61,1.57,28.02,28.31,499.12,5.78,3.01
177,NODE003,39.02,58.79,1.59,1.57,27.81,28.26,498.74,5.8,3.01
178,NODE003,38.89,58.29,1.58,1.57,27.77,28.26,499.04,5.73,2.96
179,NODE003,38.61,57.88,1.58,1.57,27.68,28.14,499.65,5.68,2.95
180,NODE003,38.45,57.94,1.56,1.56,27.41,28.03,499.09,5.63,2.88
181,NODE003,38.33,57.59,1.56,1.56,27.13,28.06,498.82,5.55,2.87
182,NODE003,37.85,57.7,1.55,1.55,27.0,28.09,498.65,5.49,2.85
183,NODE003,37.62,57.49,1.53,1.55,26.97,28.03,499.2,5.41,2.79
184,NODE003,37.63,57.37,1.54,1.55,26.76,28.01,498.5,5.43,2.8
185,NODE003,37.47,57.46,1.52,1.54,26.59,27.92,497.99,5.45,2.74
186,NODE003,37.14,56.86,1.5,1.54,26.63,27.84,498.21,5.5,2.71
187,NODE003,36.85,56.42,1.5,1.54,26.52,27.76,498.29,5.48,2.71
188,NODE003,36.94,56.5,1.49,1.53,26.37,27.73,496.87,5.48,2.74
189,NODE003,36.85,56.4,1.5,1.54,26.14,27.69,497.55,5.52,2.7
190,NODE003,36.6,56.38,1.5,1.54,25.99,27.64,497.07,5.52,2.66
191,NODE003,36.47,56.13,1.47,1.54,25.94,27.64,496.62,5.5,2.66
192,NODE003,36.51,55.92,1.48,1.54,25.83,27.59,496.74,5.54,2.66
193,NODE003,36.22,55.43,1.47,1.53,25.71,27.61,495.63,5.52,2.61
194,NODE003,35.86,55.35,1.47,1.53,25.65,27.6,495.08,5.58,2.57
195,NODE003,35.69,55.49,1.47,1.53,25.74,27.53,495.02,5.61,2.53
196,NODE003,35.43,55.45,1.48,1.53,25.76,27.45,495.13,5.56,2.49
197,NODE003,35.12,55.64,1.48,1.54,25.67,27.48,495.54,5.47,2.48
198,NODE003,35.12,55.35,1.48,1.54,25.67,27.42,494.23,5.4,2.46
199,NODE003,34.88,55.4,1.46,1.54,25.59,27.35,494.01,5.32,2.42
200,NODE003,34.68,55.09,1.45,1.54,25.59,27.34,494.45,5.23,2.42
201,NODE003,34.49,54.69,1.46,1.54,25.57,27.27,493.71,5.27,2.46
202,NODE003,34.36,54.44,1.44,1.54,25.45,27.26,494.56,5.28,2.5
203,NODE003,34.28,54.66,1.42,1.55,25.33,27.33,495.13,5.29,2.55
204,NODE003,34.38,54.69,1.43,1.54,25.39,27.37,494.62,5.3,2.57
205,NODE003,34.46,54.29,1.41,1.54,25.5,27.34,494.5,5.29,2.6
206,NODE003,34.32,54.3,1.39,1.55,25.51,27.3,495.01,5.33,2.62
207,NODE003,34.19,53.81,1.38,1.55,25.51,27.32,494.41,5.28,2.58
208,NODE003,34.07,53.43,1.38,1.55,25.39,27.25,493.6,5.33,2.53
209,NODE003,33.98,53.56,1.38,1.56,25.46,27.3,493.99,5.38,2.5
210,NODE003,33.76,53.21,1.39,1.56,25.45,27.25,494.43,5.41,2.45
211,NODE003,33.8,53.08,1.37,1.55,25.25,27.24,493.8,5.46,2.42
212,NODE003,33.74,52.78,1.36,1.56,25.35,27.29,494.0,5.44,2.44
213,NODE003,33.75,52.42,1.35,1.55,25.32,27.34,493.69,5.48,2.42
214,NODE003,33.55,52.02,1.34,1.55,25.33,27.38,493.26,5.52,2.42
215,NODE003,33.57,52.02,1.32,1.55,25.28,27.39,493.45,5.54,2.41
216,NODE003,33.79,52.34,1.34,1.55,25.27,27.34,492.4,5.47,2.44
217,NODE003,33.92,52.22,1.33,1.56,25.29,27.37,491.37,5.53,2.41
218,NODE003,33.63,52.4,1.32,1.55,25.39,27.39,490.54,5.55,2.44
219,NODE003,33.44,52.66,1.34,1.55,25.37,27.38,489.73,5.57,2.47
220,NODE003,33.23,52.33,1.36,1.55,25.19,27.32,490.4,5.56,2.45
221,NODE003,32.99,52.53,1.37,1.55,25.19,27.26,490.38,5.49,2.48
222,NODE003,33.23,52.57,1.36,1.55,25.04,27.33,489.9,5.5,2.48
223,NODE003,33.3,52.78,1.35,1.55,24.88,27.34,488.77,5.54,2.43
224,NODE003,33.48,53.0,1.35,1.55,24.97,27.27,487.63,5.54,2.41
225,NODE003,33.2,52.92,1.36,1.54,24.83,27.2,487.59,5.52,2.4
226,NODE003,33.29,52.65,1.37,1.53,24.96,27.2,488.17,5.54,2.45
227,NODE003,33.21,52.58,1.36,1.53,24.83,27.22,488.56,5.54,2.41
228,NODE003,33.4,52.76,1.37,1.53,24.96,27.2,488.93,5.59,2.37
229,NODE003,33.64,52.62,1.39,1.54,24.9,27.18,488.53,5.6,2.33
230,NODE003,33.83,52.55,1.39,1.54,24.88,27.16,489.36,5.52,2.39
231,NODE003,33.97,52.74,1.38,1.54,24.82,27.08,490.35,5.54,2.4
232,NODE003,34.15,52.63,1.4,1.54,24.95,27.11,489.92,5.47,2.37
233,NODE003,33.87,52.49,1.4,1.53,24.83,27.14,490.57,5.42,2.35
234,NODE003,33.85,52.74,1.4,1.53,24.8,27.09,491.1,5.37,2.36
235,NODE003,33.74,52.55,1.4,1.53,24.85,27.06,490.79,5.42,2.38
236,NODE003,33.93,52.63,1.4,1.54,24.92,27.11,490.81,5.48,2.36
237,NODE003,33.93,52.33,1.39,1.53,24.85,27.12,491.59,5.42,2.35
238,NODE003,33.71,52.51,1.38,1.53,24.85,27.05,490.4,5.39,2.37
239,NODE003,33.48,52.65,1.39,1.53,24.79,27.13,489.01,5.38,2.34
240,NODE003,33.64,52.7,1.38,1.53,24.7,27.09,488.42,5.43,2.39
241,NODE003,34.65,54.47,1.42,1.55,25.42,27.35,490.48,5.55,2.49
242,NODE003,35.38,56.15,1.47,1.56,26.15,27.6,492.83,5.73,2.64
243,NODE003,36.14,57.16,1.5,1.57,26.9,27.79,496.71,5.89,2.78
244,NODE003,37.01,58.55,1.53,1.58,27.39,28.11,498.62,5.99,2.88
245,NODE003,38.06,60.04,1.56,1.59,28.13,28.38,500.99,6.02,3.01
246,NODE003,39.07,60.95,1.61,1.6,28.56,28.62,504.35,6.09,3.12
247,NODE003,39.98,62.25,1.65,1.62,29.18,28.92,506.37,6.16,3.17
248,NODE003,40.51,63.43,1.68,1.63,29.69,29.2,507.36,6.29,3.22
249,NODE003,41.25,64.17,1.73,1.64,30.26,29.39,510.52,6.44,3.31
250,NODE003,42.2,65.25,1.77,1.66,30.7,29.6,512.73,6.58,3.43
251,NODE003,42.62,66.16,1.8,1.66,31.29,29.76,514.16,6.69,3.53
252,NODE003,43.44,66.9,1.82,1.68,31.64,29.89,516.88,6.8,3.55
253,NODE003,44.25,67.61,1.86,1.68,32.17,30.07,519.09,6.86,3.65
254,NODE003,44.76,68.19,1.89,1.69,32.59,30.17,521.23,6.97,3.76
255,NODE003,45.31,68.84,1.91,1.7,33.12,30.32,523.73,6.97,3.84
256,NODE003,45.9,69.45,1.92,1.7,33.46,30.43,524.61,6.98,3.87
257,NODE003,46.42,70.31,1.93,1.72,33.73,30.57,526.88,7.11,3.93
258,NODE003,47.13,71.17,1.96,1.72,33.98,30.76,527.18,7.11,4.0
259,NODE003,47.52,71.82,1.99,1.73,34.28,30.81,527.48,7.14,4.02
260,NODE003,47.93,72.87,1.99,1.73,34.54,30.88,528.21,7.27,4.04
261,NODE003,48.32,73.35,2.02,1.74,34.84,30.97,529.29,7.3,4.11
262,NODE003,49.01,73.94,2.04,1.74,35.05,31.04,531.14,7.4,4.13
263,NODE003,49.53,74.58,2.07,1.76,35.21,31.19,532.13,7.39,4.18
264,NODE003,49.7,75.52,2.08,1.77,35.39,31.23,532.22,7.4,4.18
265,NODE003,50.12,76.34,2.1,1.77,35.63,31.27,533.12,7.49,4.27
266,NODE003,50.51,77.28,2.12,1.77,35.99,31.32,533.23,7.59,4.27
267,NODE003,50.97,78.08,2.14,1.77,36.19,31.43,534.21,7.58,4.29
268,NODE003,51.39,78.6,2.14,1.77,36.33,31.52,534.9,7.69,4.34
269,NODE003,51.72,79.14,2.16,1.78,36.66,31.59,535.55,7.7,4.33
270,NODE003,51.99,79.4,2.16,1.78,36.95,31.76,536.83,7.7,4.35
271,NODE003,52.46,79.89,2.18,1.78,37.22,31.93,538.9,7.78,4.43
272,NODE003,52.78,80.29,2.19,1.79,37.54,32.07,540.66,7.76,4.41
273,NODE003,53.04,80.37,2.19,1.79,37.62,32.21,540.79,7.85,4.45
274,NODE003,53.11,80.77,2.2,1.79,37.74,32.25,542.66,7.9,4.48
275,NODE003,53.52,81.17,2.2,1.8,37.96,32.33,543.97,7.89,4.46
276,NODE003,53.68,81.68,2.2,1.8,38.23,32.41,545.0,7.85,4.45
277,NODE003,54.13,81.9,2.2,1.8,38.48,32.48,546.13,7.83,4.53
278,NODE003,54.42,82.17,2.19,1.81,38.64,32.51,546.53,7.89,4.57
279,NODE003,54.63,82.86,2.19,1.81,38.72,32.55,547.61,7.98,4.55
280,NODE003,54.81,83.17,2.19,1.81,38.76,32.59,548.35,7.93,4.55
281,NODE003,54.83,83.25,2.2,1.81,38.79,32.68,548.89,8.01,4.61
282,NODE003,54.79,83.21,2.2,1.82,39.09,32.8,549.9,8.03,4.65
283,NODE003,54.86,83.09,2.21,1.81,39.12,32.79,549.31,8.03,4.63
284,NODE003,54.79,83.29,2.2,1.82,39.14,32.8,549.89,8.04,4.68
285,NODE003,55.07,83.78,2.22,1.81,39.38,32.79,550.48,8.01,4.67
286,NODE003,55.24,83.69,2.22,1.81,39.44,32.88,550.53,8.03,4.73
287,NODE003,55.15,83.77,2.23,1.81,39.62,32.97,551.24,8.0,4.74
288,NODE003,55.32,84.29,2.22,1.81,39.81,33.01,552.14,8.06,4.79
289,NODE003,55.22,84.93,2.21,1.81,39.88,33.01,551.75,8.01,4.84
290,NODE003,55.4,85.12,2.22,1.82,39.85,33.03,552.87,7.97,4.9
291,NODE003,55.67,85.55,2.23,1.82,40.01,33.0,552.58,7.94,4.88
292,NODE003,55.97,86.13,2.24,1.82,40.12,32.96,551.89,7.95,4.85
293,NODE003,56.04,86.1,2.26,1.82,40.34,33.04,551.43,7.92,4.87
294,NODE003,56.06,86.35,2.25,1.82,40.35,33.08,552.31,7.96,4.85
295,NODE003,56.14,86.78,2.26,1.83,40.47,33.13,553.38,8.02,4.85
296,NODE003,56.06,86.63,2.28,1.84,40.64,33.12,553.19,7.99,4.82
297,NODE003,56.27,86.48,2.3,1.84,40.72,33.13,553.88,7.95,4.83
298,NODE003,56.55,86.69,2.32,1.84,40.64,33.14,554.0,8.03,4.83
299,NODE003,56.41,86.95,2.32,1.84,40.81,33.17,553.44,8.12,4.86
300,NODE003,56.7,86.97,2.34,1.84,40.73,33.28,553.51,8.08,4.89
301,NODE003,56.9,87.27,2.36,1.84,40.89,33.24,554.12,8.15,4.9
302,NODE003,56.81,87.72,2.35,1.84,40.92,33.3,554.06,8.22,4.92
303,NODE003,56.89,87.45,2.36,1.84,40.94,33.37,555.18,8.29,4.95
304,NODE003,56.99,87.46,2.37,1.85,41.05,33.45,555.0,8.35,4.95
305,NODE003,56.94,87.75,2.39,1.85,41.0,33.52,554.8,8.4,4.93
306,NODE003,56.93,88.16,2.4,1.85,41.11,33.47,555.74,8.34,4.99
307,NODE003,57.16,87.87,2.39,1.85,41.29,33.48,555.04,8.35,5.01
308,NODE003,57.16,87.64,2.39,1.85,41.29,33.51,555.97,8.34,5.02
309,NODE003,57.16,87.92,2.39,1.85,41.21,33.61,554.96,8.31,4.99
310,NODE003,57.23,88.17,2.38,1.85,41.36,33.68,555.77,8.3,4.97
311,NODE003,57.15,88.55,2.38,1.86,41.25,33.67,556.46,8.36,5.02
312,NODE003,57.11,88.79,2.39,1.85,41.35,33.68,557.15,8.34,5.03
313,NODE003,57.3,89.05,2.4,1.85,41.34,33.68,556.2,8.31,4.99
314,NODE003,57.14,88.79,2.42,1.85,41.36,33.63,555.62,8.26,5.03
315,NODE003,57.2,89.22,2.41,1.85,41.3,33.67,555.62,8.21,5.07
316,NODE003,57.32,88.87,2.41,1.86,41.4,33.69,556.55,8.29,5.1
317,NODE003,57.5,88.7,2.41,1.86,41.29,33.64,555.49,8.35,5.08
318,NODE003,57.6,89.06,2.39,1.87,41.35,33.68,556.58,8.33,5.11
319,NODE003,57.9,89.11,2.39,1.87,41.34,33.74,556.22,8.28,5.15
320,NODE003,57.97,88.8,2.4,1.88,41.38,33.71,557.14,8.29,5.19
321,NODE003,58.09,88.62,2.39,1.89,41.46,33.69,556.58,8.3,5.23
322,NODE003,57.97,89.02,2.4,1.88,41.38,33.66,557.31,8.38,5.19
323,NODE003,58.17,88.72,2.4,1.88,41.43,33.6,556.53,8.31,5.22
